Sentence,Entity
"Melden Sie sich an und diskutieren Sie mit  Wirtschaftsminister Habeck bei der Klausur der Grünen in Weimar Es läuft nicht rund in der Ampelkoalition, und das hat jetzt Bundeswirtschaftsminister Robert Habeck deutlich auf den Punkt gebracht: »Wir haben einen Auftrag, für die Menschen, für Deutschland was zu leisten, und im Moment kommen wir dem nicht ausreichend genug nach«, sagte der Grünenpolitiker am Dienstagabend in den ARD-»Tagesthemen«.",Ampelkoalition
"Melden Sie sich an und diskutieren Sie mit  Wirtschaftsminister Habeck bei der Klausur der Grünen in Weimar Es läuft nicht rund in der Ampelkoalition, und das hat jetzt Bundeswirtschaftsminister Robert Habeck deutlich auf den Punkt gebracht: »Wir haben einen Auftrag, für die Menschen, für Deutschland was zu leisten, und im Moment kommen wir dem nicht ausreichend genug nach«, sagte der Grünenpolitiker am Dienstagabend in den ARD-»Tagesthemen«.",Ampel
"Melden Sie sich an und diskutieren Sie mit  Wirtschaftsminister Habeck bei der Klausur der Grünen in Weimar Es läuft nicht rund in der Ampelkoalition, und das hat jetzt Bundeswirtschaftsminister Robert Habeck deutlich auf den Punkt gebracht: »Wir haben einen Auftrag, für die Menschen, für Deutschland was zu leisten, und im Moment kommen wir dem nicht ausreichend genug nach«, sagte der Grünenpolitiker am Dienstagabend in den ARD-»Tagesthemen«.",Robert Habeck
"In den vergangenen Wochen hatte es zahlreiche Diskussionen zwischen SPD, Grünen und FDP gegeben, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. Für Sonntag ist ein Koalitionsausschuss angesetzt.",SPD
"In den vergangenen Wochen hatte es zahlreiche Diskussionen zwischen SPD, Grünen und FDP gegeben, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. Für Sonntag ist ein Koalitionsausschuss angesetzt.",Grüne
"In den vergangenen Wochen hatte es zahlreiche Diskussionen zwischen SPD, Grünen und FDP gegeben, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. Für Sonntag ist ein Koalitionsausschuss angesetzt.",FDP
"Eine Analyse zu den aktuellen Reibereien lesen Sie hier: Wie der Streit zwischen SPD und Grünen die Ampel belastet  »Das Miteinander im Kabinett ist tadellos«, sagte Habeck. »",SPD
"Eine Analyse zu den aktuellen Reibereien lesen Sie hier: Wie der Streit zwischen SPD und Grünen die Ampel belastet  »Das Miteinander im Kabinett ist tadellos«, sagte Habeck. »",Grüne
"Eine Analyse zu den aktuellen Reibereien lesen Sie hier: Wie der Streit zwischen SPD und Grünen die Ampel belastet  »Das Miteinander im Kabinett ist tadellos«, sagte Habeck. »",Ampel
Wirtschaftsminister Habeck bei der Klausur der Grünen in Weimar Melden Sie sich an und diskutieren Sie mit  Dieser Abgeordnete wollte gar keine Missverständnisse aufkommen lassen Das ugandische Parlament hat ein Anti-Homosexuellen-Gesetz verabschiedet.,Grüne
"Kenias Präsident William Ruto sagte schon in der Vergangenheit, Homosexualität habe in seinem Land keinen Platz.",Kenia
"Der Nationale Sicherheitsberater des US-Präsidenten, Jake Sullivan, hatte Ende Februar kurz vor einem Besuch von Kanzler Olaf Scholz (SPD) in Washington erklärt, Deutschland habe die Lieferung von US-Panzern zur Bedingung für die Zusage deutscher Leopard-Panzer gemacht.",SPD
"Der Nationale Sicherheitsberater des US-Präsidenten, Jake Sullivan, hatte Ende Februar kurz vor einem Besuch von Kanzler Olaf Scholz (SPD) in Washington erklärt, Deutschland habe die Lieferung von US-Panzern zur Bedingung für die Zusage deutscher Leopard-Panzer gemacht.",Olaf Scholz
Melden Sie sich an und diskutieren Sie mit  Grünenpolitiker Jürgen Trittin im Hafen von Qungdao: »Man muss China nicht mögen.,Grüne
Grünenpolitiker Jürgen Trittin im Hafen von Qungdao: »Man muss China nicht mögen.,Grüne
Es ist einer der letzten Zufluchtsorte schwul-lesbischen Lebens in Kenia.,Kenia
"Und auch in Kenia eskaliert die Lage, allerdings aus einem anderen Grund: Vor drei Wochen gelang einem schwul-lesbischen Interessenverband ein großer juristischer Erfolg.",Kenia
"Eigentlich ein Ort der Sicherheit, doch selbst hierher trauen sich immer weniger Menschen Präsident William Ruto: »Ich werde das in Kenia nicht tolerieren.",Kenia
Einige in der LGBTQ-Community in Kenia fragen sich nun: War es das Urteil wert?,Kenia
"Ich bin sehr stolz darauf, dass wir queeren Kenianerinnen und Kenianer uns schon gegen so viele Widerstände durchgesetzt haben.",Kenia
"Die Anglikanischen Kirchen von Uganda und Kenia erwägen gar eine Abspaltung von der Mutterkirche in England, weil die gleichgeschlechtlichen Paare den Segen aussprechen will.",Kenia
"Wir müssen den Betroffenen in Kenia helfen, gleichzeitig gibt es aber einen großen Zustrom von queeren Flüchtlingen aus Uganda, weil die Lage dort noch schlimmer ist.",Kenia
Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Lauterbach Sie können den Artikel leider nicht mehr aufrufen.,SPD
SPD-Politiker Lauterbach Melden Sie sich an und diskutieren Sie mit  Alaa M. (l.) vor Gericht: Angeklagt wegen Mordes und Verbrechen gegen die Menschlichkeit Boris Roessler / dpa Sie können den Artikel leider nicht mehr aufrufen.,SPD
Melden Sie sich an und diskutieren Sie mit  Facebook-Werbung für die SPD: Parteien sprachen gezielt Anhänger der anderen Lager an Dieser Artikel gehört zum Angebot von SPIEGEL+.,SPD
So wurde ein Wahlkampfauftritt von Olaf Scholz insbesondere CSU-Wählern empfohlen.,Olaf Scholz
So wurde ein Wahlkampfauftritt von Olaf Scholz insbesondere CSU-Wählern empfohlen.,CSU
"Die Linke fischte offenbar mit dem Slogan »Klimaschutz sozial gerecht« nach Grünenwählern, während die AfD einen Werbespot mit Kritik an hohen Benzinpreisen laut der Plug-in-Daten insbesondere an FDP-Anhänger schickte.",Grüne
"Die Linke fischte offenbar mit dem Slogan »Klimaschutz sozial gerecht« nach Grünenwählern, während die AfD einen Werbespot mit Kritik an hohen Benzinpreisen laut der Plug-in-Daten insbesondere an FDP-Anhänger schickte.",Die Linke
"Die Linke fischte offenbar mit dem Slogan »Klimaschutz sozial gerecht« nach Grünenwählern, während die AfD einen Werbespot mit Kritik an hohen Benzinpreisen laut der Plug-in-Daten insbesondere an FDP-Anhänger schickte.",FDP
"Die Linke fischte offenbar mit dem Slogan »Klimaschutz sozial gerecht« nach Grünenwählern, während die AfD einen Werbespot mit Kritik an hohen Benzinpreisen laut der Plug-in-Daten insbesondere an FDP-Anhänger schickte.",AfD
"Nachdem Jan Böhmermann das Facebook-Targeting kritisiert hatte, hatte das rheinland-pfälzische Umweltministerium seine Facebook-Werbung eingestellt, weil diese in der Vergangenheit immer wieder an Anhänger der Grünen ausgespielt wurde.",Grüne
Facebook-Werbung für die SPD: Parteien sprachen gezielt Anhänger der anderen Lager an Meta-Werbung auf Facebook: Einige Informationen über Werbung sind abrufbar Melden Sie sich an und diskutieren Sie mit  Plumpes Fake: Trump wehrt sich gegen seine Festnahme Sie können den Artikel leider nicht mehr aufrufen.,SPD
Material des Asteroiden Ryugu Melden Sie sich an und diskutieren Sie mit  Außenministerin Annalena Baerbock (Grüne) Die deutsche Außenministerin Annalena Baerbock (Grüne) hat Chinas Haltung zur Ukraine während des Besuchs von Staats- und Parteichef Xi Jinping in Moskau kritisiert.,Grüne
"Der Besuch wäre für China »eine Chance gewesen, um seiner Verantwortung und Rolle als ständiges Sicherheitsratsmitglied gerecht zu werden«, sagte Baerbock am Rande der Klausur der Grünen-Bundestagsfraktion in Weimar.",Grüne
"China habe eine besondere Verantwortung als ständiges Mitglied des Uno-Sicherheitsrates, sagte die Grünenpolitikerin. »",Grüne
Außenministerin Annalena Baerbock (Grüne) Melden Sie sich an und diskutieren Sie mit  Hamburger Polizeipräsident Ralf Martin Meyer Sie können den Artikel leider nicht mehr aufrufen.,Grüne
"Hamburger Polizeipräsident Ralf Martin Meyer  Ermittler auf dem Hof des angeschossenen Landwirts: Angriff auf abgelegenem Hof Der Landwirt und FDP-Kommunalpolitiker, der in Hattenhofen durch Schüsse verletzt wurde, steht nun unter Polizeischutz.",FDP
Der Landwirt und FDP-Kommunalpolitiker war am frühen Sonntagmorgen in seiner Wohnung durch das Fenster angeschossen worden.,FDP
"Der Chef der FDP-Fraktion im Landtag, Hans-Ulrich Rülke, sagte der Nachrichtenagentur dpa: »Ich bin entsetzt über die schrecklichen Nachrichten.«",FDP
"Der Chef der FDP-Fraktion im Landtag, Hans-Ulrich Rülke, sagte der Nachrichtenagentur dpa: »Ich bin entsetzt über die schrecklichen Nachrichten.«",FDP-Fraktion
Bundesagrarminister Cem Özdemir (Grüne) wünschte dem Landwirt und Kreisrat baldige und vollständige Genesung.,Grüne
Bundesagrarminister Cem Özdemir (Grüne) wünschte dem Landwirt und Kreisrat baldige und vollständige Genesung.,Cem Özdemir
FDP-Fraktionschef Christian Dürr schrieb bei Twitter: »Der Angriff auf meinen Parteikollegen in Hattenhofen macht mich sprachlos.,FDP
FDP-Fraktionschef Christian Dürr schrieb bei Twitter: »Der Angriff auf meinen Parteikollegen in Hattenhofen macht mich sprachlos.,FDP-Fraktion
FDP-Fraktionschef Christian Dürr schrieb bei Twitter: »Der Angriff auf meinen Parteikollegen in Hattenhofen macht mich sprachlos.,Christian Dürr
"Grüne schlagen bei Rechtsreform Verschmelzung von Nachnamen vor: Heiratet ein Herr Schneider eine Frau Müller, könnten sie sich künftig Schnüller nennen – eine solche Namensverschmelzung schlagen jedenfalls die Grünen vor.",Grüne
Ein Blick auf die Liste zeigt: Die Linkenabgeordnete dürfte zu den Spitzenverdienern im Parlament gehören .,Die Linke
Ein Blick auf die Liste zeigt: Die Linkenabgeordnete dürfte zu den Spitzenverdienern im Parlament gehören .,Die Linken
"Wie der Streit zwischen SPD und Grünen die Ampel belastet: Mal sind es die Gasheizungen, mal die Biokraftstoffe: SPD und Grüne beharken sich bei zahlreichen Themen.",SPD
"Wie der Streit zwischen SPD und Grünen die Ampel belastet: Mal sind es die Gasheizungen, mal die Biokraftstoffe: SPD und Grüne beharken sich bei zahlreichen Themen.",Grüne
"Wie der Streit zwischen SPD und Grünen die Ampel belastet: Mal sind es die Gasheizungen, mal die Biokraftstoffe: SPD und Grüne beharken sich bei zahlreichen Themen.",Ampel
"Keiner steht in Bayern über dem Gesetz, kein Politiker, kein Wirtschaftsboss und auch kein Geistlicher«, hatte Bayerns Justizminister Georg Eisenreich (CSU) gesagt.",CSU
Missbrauchsermittlungen im Erzbistum München und Freising: Fehlender Anfangsverdacht Melden Sie sich an und diskutieren Sie mit  CSU-Chef Söder Sie können den Artikel leider nicht mehr aufrufen.,CSU
"Duran Duran mit Andy Taylor (r.) 1982 David Tan / Shinko Music / Getty Images Andy Taylor 2005 Melden Sie sich an und diskutieren Sie mit  Liebe Leserin und lieber Leser, heute beschäftigen wir uns damit, wie ÖVP und FPÖ in Niederösterreich ein schwer umstrittenes Koalitionsabkommen schmiedeten und zugleich die Junghoffnung der Sozialdemokraten politisch verheizt wurde.",Sozialdemokraten
Er galt als knallharter Verhandler und Junghoffnung der Sozialdemokraten.,Sozialdemokraten
"Sie hatten sich verspekuliert: Die Sozialdemokraten gingen offenbar davon aus, dass die FPÖ für Mikl-Leitner keine Option sei.",Sozialdemokraten
"Der Oberbürgermeister von Münster, Markus Lewe (CDU), erklärte, die Tat sei für die Stadt »ein Schock«.",CDU
"Die Linken wollen noch versuchen, die Reform mit einem Referendum zu verhindern.",Die Linke
"Die Linken wollen noch versuchen, die Reform mit einem Referendum zu verhindern.",Die Linken
"Linkenpolitikerin Sahra Wagenknecht auf der von ihr mitinitiierten »Friedensdemo« Ende Februar in Berlin Melden Sie sich an und diskutieren Sie mit  Bundesjustizminister Marco Buschmann (FDP) plant eine Reform des Namensrechts Im Zuge der von Justizminister Marco Buschmann (FDP) geplanten Reform des Namensrechts haben die Grünen auch eine Verschmelzung von Nachnamen ins Gespräch gebracht: »Eine Verschmelzung von Nachnamen anstelle von Doppelnamen mit Bindestrich fände ich eine erfrischende Neuerung und damit sehr charmant«, sagte Helge Limburg, rechtspolitischer Sprecher der Grünen-Bundestagsfraktion, der »Welt« (Dienstagausgabe).",Grüne
"Linkenpolitikerin Sahra Wagenknecht auf der von ihr mitinitiierten »Friedensdemo« Ende Februar in Berlin Melden Sie sich an und diskutieren Sie mit  Bundesjustizminister Marco Buschmann (FDP) plant eine Reform des Namensrechts Im Zuge der von Justizminister Marco Buschmann (FDP) geplanten Reform des Namensrechts haben die Grünen auch eine Verschmelzung von Nachnamen ins Gespräch gebracht: »Eine Verschmelzung von Nachnamen anstelle von Doppelnamen mit Bindestrich fände ich eine erfrischende Neuerung und damit sehr charmant«, sagte Helge Limburg, rechtspolitischer Sprecher der Grünen-Bundestagsfraktion, der »Welt« (Dienstagausgabe).",FDP
"Linkenpolitikerin Sahra Wagenknecht auf der von ihr mitinitiierten »Friedensdemo« Ende Februar in Berlin Melden Sie sich an und diskutieren Sie mit  Bundesjustizminister Marco Buschmann (FDP) plant eine Reform des Namensrechts Im Zuge der von Justizminister Marco Buschmann (FDP) geplanten Reform des Namensrechts haben die Grünen auch eine Verschmelzung von Nachnamen ins Gespräch gebracht: »Eine Verschmelzung von Nachnamen anstelle von Doppelnamen mit Bindestrich fände ich eine erfrischende Neuerung und damit sehr charmant«, sagte Helge Limburg, rechtspolitischer Sprecher der Grünen-Bundestagsfraktion, der »Welt« (Dienstagausgabe).",Marco Buschmann
Widerstand kam aus der FDP.,FDP
"Die rechtspolitische Sprecherin der SPD-Fraktion, Sonja Eichwede, antwortet auf die Frage, ob sie das in Deutschland für sinnvoll halte: »Wir sind offen, im Rahmen der Anhörung mit den ExpertInnen auch über weiterreichende Flexibilisierungen zu diskutieren.«",SPD
"Die rechtspolitische Sprecherin der SPD-Fraktion, Sonja Eichwede, antwortet auf die Frage, ob sie das in Deutschland für sinnvoll halte: »Wir sind offen, im Rahmen der Anhörung mit den ExpertInnen auch über weiterreichende Flexibilisierungen zu diskutieren.«",SPD-Fraktion
"Aus der FDP kam hingegen Widerspruch: »Anders als die Ermöglichung von Doppelnamen ist das Verschmelzen von zwei Nachnamen nicht nur unserem Namensrecht völlig fremd«, sagte die rechtspolitische Sprecherin Katrin Helling-Plahr. »",FDP
Bundesjustizminister Marco Buschmann (FDP) plant eine Reform des Namensrechts Melden Sie sich an und diskutieren Sie mit  Israels Regierungschef Benjamin Netanyahu Die rechtsgerichtete Regierung in Israel verschärft ihre Siedlungspolitik.,FDP
Bundesjustizminister Marco Buschmann (FDP) plant eine Reform des Namensrechts Melden Sie sich an und diskutieren Sie mit  Israels Regierungschef Benjamin Netanyahu Die rechtsgerichtete Regierung in Israel verschärft ihre Siedlungspolitik.,Marco Buschmann
"Israels Regierungschef Benjamin Netanyahu Melden Sie sich an und diskutieren Sie mit  Angeschlagene Schweizer Großbank Credit Suisse: »>Too big to fail<-Problematik besteht weiter« Nach der Notfusion der Schweizer Banken UBS und Credit Suisse haben die Grünen-Bundesfinanzminister Christian Lindner (FDP) dazu aufgefordert, die Sicherheitsmaßnahmen im deutschen Bankensektor zu verschärfen. »",Grüne
"Israels Regierungschef Benjamin Netanyahu Melden Sie sich an und diskutieren Sie mit  Angeschlagene Schweizer Großbank Credit Suisse: »>Too big to fail<-Problematik besteht weiter« Nach der Notfusion der Schweizer Banken UBS und Credit Suisse haben die Grünen-Bundesfinanzminister Christian Lindner (FDP) dazu aufgefordert, die Sicherheitsmaßnahmen im deutschen Bankensektor zu verschärfen. »",FDP
"Israels Regierungschef Benjamin Netanyahu Melden Sie sich an und diskutieren Sie mit  Angeschlagene Schweizer Großbank Credit Suisse: »>Too big to fail<-Problematik besteht weiter« Nach der Notfusion der Schweizer Banken UBS und Credit Suisse haben die Grünen-Bundesfinanzminister Christian Lindner (FDP) dazu aufgefordert, die Sicherheitsmaßnahmen im deutschen Bankensektor zu verschärfen. »",Christian Lindner
"Die kürzlichen Entwicklungen sollten uns auch in Deutschland als Weckruf gelten, in Sachen Finanzstabilität und Krisenvorsorge nicht nachzulassen«, sagte Katharina Beck, finanzpolitische Sprecherin der Grünen-Bundestagsfraktion, dem SPIEGEL. »",Grüne
Grünen-Bundestagsabgeordnete Katharina Beck Die stellvertretende Vorsitzende des Finanzausschusses im Bundestag sieht aktuell keinen Anlass zur Panik. »,Grüne
"Nötig sei ein »vielfältiges Banken- und Finanzsystem«, so die Grünen-Politikerin – »damit der Staat nicht stets als eine Art selbstverständliche Rückversicherung agieren muss und somit Finanzakteure womöglich untragbare Risiken eingehen«.",Grüne
"Angeschlagene Schweizer Großbank Credit Suisse: »>Too big to fail<-Problematik besteht weiter« Grünen-Bundestagsabgeordnete Katharina Beck Melden Sie sich an und diskutieren Sie mit  Liebe Leserinnen, liebe Leser, ich wünsche Ihnen einen möglichst guten Morgen!",Grüne
"Zunächst inszenierte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) ein Kammerspiel namens »Bildungsgipfel«, bei dem sie auf offener Bühne kein geringeres Ziel formulierte als die »Zusammenarbeit von Bund, Ländern, Kommunen, Wissenschaft und Gesellschaft neu zu denken«.",Bettina Stark-Watzinger
"Zunächst inszenierte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) ein Kammerspiel namens »Bildungsgipfel«, bei dem sie auf offener Bühne kein geringeres Ziel formulierte als die »Zusammenarbeit von Bund, Ländern, Kommunen, Wissenschaft und Gesellschaft neu zu denken«.",FDP
"Zum dreitägigen Besuch von Bettina Stark-Watzinger sei mit Protesten aus China zu rechnen, schreibt die »Süddeutsche Zeitung« .",Bettina Stark-Watzinger
"Bettina Stark-Watzinger (FDP), Bundesministerin für Bildung und Forschung Christophe Gateau / dpa Wird es auch in Zeiten von ChatGPT noch Hausaufgaben geben, die diesen Namen verdienen?",Bettina Stark-Watzinger
"Bettina Stark-Watzinger (FDP), Bundesministerin für Bildung und Forschung Christophe Gateau / dpa Wird es auch in Zeiten von ChatGPT noch Hausaufgaben geben, die diesen Namen verdienen?",FDP
"Die zusätzlichen Tablets und Laptops aus den Sonderprogrammen für Schülerinnen und Schüler sowie Lehrkräfte seien schon nahezu vollständig in den Schulen angekommen, lobte Bundesbildungsministerin Bettina Stark-Watzinger.",Bettina Stark-Watzinger
"Abiturprüfung in der Aula eines Gymnasiums Bettina Stark-Watzinger (FDP), Bundesministerin für Bildung und Forschung Christophe Gateau / dpa Melden Sie sich an und diskutieren Sie mit  Chinas Staats- und Parteichef Xi Jinping und Kremlchef Wladimir Putin Chinas Staats- und Parteichef Xi Jinping hat Russlands Präsidenten Wladimir Putin und dessen Ministerpräsidenten Michail Mischustin zum Gegenbesuch nach Peking eingeladen.",Bettina Stark-Watzinger
"Abiturprüfung in der Aula eines Gymnasiums Bettina Stark-Watzinger (FDP), Bundesministerin für Bildung und Forschung Christophe Gateau / dpa Melden Sie sich an und diskutieren Sie mit  Chinas Staats- und Parteichef Xi Jinping und Kremlchef Wladimir Putin Chinas Staats- und Parteichef Xi Jinping hat Russlands Präsidenten Wladimir Putin und dessen Ministerpräsidenten Michail Mischustin zum Gegenbesuch nach Peking eingeladen.",FDP
Im Februar hatte die Europäische Union die Einfuhr von russischem Diesel und anderen Ölprodukten auf dem Seeweg verboten.,Union
Fechterinnen und Fechter aus der Ukraine werden in der Olympia-Qualifikation nicht gegen Russen und Belarussen antreten Melden Sie sich an und diskutieren Sie mit  Diesel tanken in Großbritannien Der Streit um ein EU-weites Verbrennerverbot steht offenbar kurz vor einer Lösung: Damit rechnet jedenfalls Europa-Staatsministerin Anna Lührmann (Grüne).,Grüne
"Beim Trilog kommen die drei gesetzgebenden Institutionen der Europäischen Union zusammen: die Kommission, das Parlament und der Ministerrat.",Union
"Insbesondere die FDP drängt darauf, dass auch nach 2035 noch solche Neuwagen mit Verbrenner zugelassen werden dürfen, die klimaneutrale E-Fuels tanken.",FDP
"Mehr als 99 Prozent der gestellten Anträge konnten schon bearbeitet und beschieden werden«, hatte der Parlamentarische Staatssekretär im Bildungsministerium, Jens Brandenburg (FDP), am Montag erklärt. »",FDP
"Bildungsministerin Bettina Stark-Watzinger (FDP) war wegen der langen Zeit, die Studierende und Fachschüler bereits auf die Auszahlung des Geldes warten, heftig in die Kritik geraten.",Bettina Stark-Watzinger
"Bildungsministerin Bettina Stark-Watzinger (FDP) war wegen der langen Zeit, die Studierende und Fachschüler bereits auf die Auszahlung des Geldes warten, heftig in die Kritik geraten.",FDP
"Agrarminister Cem Özdemir sagte: »Der Wald ist ein Patient, der unsere Hilfe braucht.«",Cem Özdemir
"Das heißt: Mischwald statt Monokulturen«, sagt der Grünenpolitiker.",Grüne
Stau in Stuttgart: Autokäufer können auf Schadensersatz hoffen Melden Sie sich an und diskutieren Sie mit  Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Bei ihrem Besuch in Taipeh hat Bundesbildungsministerin Bettina Stark-Watzinger Taiwan als »Wertepartner« gepriesen.,Bettina Stark-Watzinger
"Die FDP-Politikerin sagte in Taipeh, sie fühle sich geehrt, den »geschätzten Partner« Taiwan zu besuchen.",FDP
"Es sei ihrem Ministerium und ihr selbst »sehr wichtig, die Zusammenarbeit mit gleichgesinnten Partnern zu fördern«, sagte die FDP-Politikerin. »",FDP
"Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Melden Sie sich an und diskutieren Sie mit  U-Bahnstation in Berlin: Wie gut lebt es sich in Deutschland, wenn man nicht hier geboren ist?",Bettina Stark-Watzinger
"Eine etwas größere Sympathie für einen König oder eine Königin äußern mit 15 Prozent tendenziell Befragte, die sich selbst im »rechten politischen Spektrum« verorten sowie mit 14 Prozent AfD-Anhänger.",AfD
Bei den Grünenwählern sind es mit drei Prozent die wenigsten.,Grüne
Moody’s-Zentrale in New York: »Negativ« nach »stabil« Melden Sie sich an und diskutieren Sie mit  Luisa Neubauer Die Klimaschutzaktivistin Luisa Neubauer von Fridays for Future bescheinigt Verkehrsminister Volker Wissing Versagen im Kampf gegen die Erderwärmung und fordert den Rücktritt des FDP-Politikers.,FDP
Moody’s-Zentrale in New York: »Negativ« nach »stabil« Melden Sie sich an und diskutieren Sie mit  Luisa Neubauer Die Klimaschutzaktivistin Luisa Neubauer von Fridays for Future bescheinigt Verkehrsminister Volker Wissing Versagen im Kampf gegen die Erderwärmung und fordert den Rücktritt des FDP-Politikers.,Volker Wissing
"Weiter kritisierte Neubauer, die Mitglied der Grünen ist, die Klimaziele im Verkehr seien radikal »unterwandert« worden.",Grüne
Wir erwarten ein Machtwort von Kanzler Olaf Scholz und fordern den Rücktritt von Volker Wissing.«,Olaf Scholz
Wir erwarten ein Machtwort von Kanzler Olaf Scholz und fordern den Rücktritt von Volker Wissing.«,Volker Wissing
Claudia und Wolfgang Porsche im August 2018 in Salzburg Melden Sie sich an und diskutieren Sie mit  Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Im Beisein von Bundesforschungsministerin Bettina Stark-Watzinger und des taiwanischen Wissenschaftsministers Wu Tsung-tsong ist am Dienstag in Taipeh eine Vereinbarung für verstärkte deutsch-taiwanische Forschungszusammenarbeit unterzeichnet worden.,Bettina Stark-Watzinger
"Die FDP-Politikerin nannte Taiwan einen »Wertepartner«, auch mit Blick auf die Forschung.",FDP
"Die FDP-Politikerin trifft auf ihrer zweitägigen Reise Vertreter aus Wissenschaft, Forschung, Bildung und auch Regierungsvertreter aus diesem Bereich.",FDP
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Grüne
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Bettina Stark-Watzinger
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Cem Özdemir
Auch Bundeswirtschaftsminister Robert Habeck (Grüne) will lediglich Teile des Abkommens neu verhandeln – auch weil er andernfalls eine Kooperation Brasiliens mit China fürchtet.,Grüne
Auch Bundeswirtschaftsminister Robert Habeck (Grüne) will lediglich Teile des Abkommens neu verhandeln – auch weil er andernfalls eine Kooperation Brasiliens mit China fürchtet.,Robert Habeck
"Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Melden Sie sich an und diskutieren Sie mit  Leben auf dem Land: Bessere Anbindung würde helfen Der Städte- und Gemeindebund hat angesichts der Wohnungsnot in den Metropolen dazu aufgerufen, Wohnungen auf dem Land zu nutzen.",Grüne
"Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Melden Sie sich an und diskutieren Sie mit  Leben auf dem Land: Bessere Anbindung würde helfen Der Städte- und Gemeindebund hat angesichts der Wohnungsnot in den Metropolen dazu aufgerufen, Wohnungen auf dem Land zu nutzen.",Cem Özdemir
"Die »Gorch Fock« und der Niedergang der Bundeswehr: Deutschland, abgewrackt  In Weimar beginnt heute die Klausur der Grünen-Bundestagsfraktion, und beinah wäre es dort zu einer wichtigen Begegnung gekommen.",Grüne
"Nach Weimar eingeladen war auch der Betriebsrat des Energiekonzerns Leag, der unter anderem Braunkohle abbaut und damit so etwas wie der natürliche Gegner der Grünen ist.",Grüne
"Am Wochenende war bekannt geworden, dass die Grünen den Kohleausstieg auch im Osten vorziehen wollen, um acht Jahre, auf 2030. Das sei ein »notwendiger Schritt, um die Klimaziele zu erreichen«, heißt es in einer Beschlussvorlage für die Fraktionsklausur.",Grüne
"Blick über den Tagebau Nochten auf das Kohlekraftwerk Boxberg: 2030 wollen die Grünen Schluss machen Natürlich wäre das sinnvoll, daran habe ich keinen Zweifel.",Grüne
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Grüne
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Olaf Scholz
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Robert Habeck
Streit über Kohleausstieg: Leag-Betriebsrat sagt Grünenklausur ab Die jüngsten Entwicklungen: In der Nacht gab es ukrainische Angriffe auf der Krim – mit sehr unterschiedlichen Angaben zu den Zielen.,Grüne
