Sentence,Entity
"Also zusammenfassend Wakum in der SPD, schwierige aus politische Berater im Kanzleramt.",SPD
"Würdest du denn damit von ausgehen, dass es jetzt eine neue Initiative geben könnte, zum Beispiel von Macron gemeinsam mit Olaf Scholz über die Reform der europäischen Institutionen nachzudenken?",Olaf Scholz
"So wurde gesagt, denn Olaf Scholz, unser Bundeskanzler hat sich lange, lange, lange gesträubt, fast ein Jahr lang, aber nun ist der Korken aus der Flasche.",Olaf Scholz
"Man hat es nicht mehr für möglich gehalten, aber ja, wie gesagt, Olaf Scholz lässt sich halt nicht gerne drängeln.",Olaf Scholz
"Du hast das angedeutet, eine breite Allianz steht jetzt und das sieht natürlich jetzt erst mal aus wie ein großer Erfolg für den Bundeskanzler, insbesondere aus der SPD heißt es schaut her, der Olaf hat mit seiner Politik der ruhigen Hand einen großen Erfolg.",SPD
"Allerdings hinter dieser entscheidenden vereinigten Staaten steht, wenn man Ehrlich ist, so ein gewisser Schlingerkurs von Olaf Scholz, denn er hatte ja ganz lange vor allem davon gesprochen und auch Vertreter in den der SPD hat davon gesprochen.",SPD
"Allerdings hinter dieser entscheidenden vereinigten Staaten steht, wenn man Ehrlich ist, so ein gewisser Schlingerkurs von Olaf Scholz, denn er hatte ja ganz lange vor allem davon gesprochen und auch Vertreter in den der SPD hat davon gesprochen.",Olaf Scholz
Und daraufhin von Schob Olaf Scholz dann die Zielmarke.,Olaf Scholz
Und aus der SPD wird ja nun auch argumentiert.,SPD
"Ja, kann sich natürlich fragen, wie so hat Olaf Scholz das nicht einfach schon vor dem Dreifeljahr gesagt.",Olaf Scholz
"Denn die USA mussten schon sehr gezwungen und getreten werden und da war nicht alle happy mit den Methoden, die Olaf Scholz da angewendet hat, denn erst mal ist es ja auch unklar, ob Olaf Scholz schon länger wirklich die USA an Bord haben wollte, weil öffentlich wurde diese Forderung ja von ihm erst ganz zum Schluss dieser ganzen Debatte erhoben und da stellt sich schon so ein bisschen die Frage, na ja, hat er da diese taktik moving the gold post angewendet.",Olaf Scholz
"Ja, das ist ja einfach ein wirkliches Verschieben des Tours, ein Verschieben der Zilienie und insofern kann man so ein bisschen Fragezeichen anbringen, wenn die SPD insbesondere, oder aus der SPD jetzt gesagt wird, ja schaut her, der Olaf hat in monatelang Verhandlung erreicht, dass die USA Panzer liefern.",SPD
"Nun kann man natürlich immer sagen, Krieg ist Krieg und natürlich hat Olaf Scholz nicht persönlich ein irgendwie in der Umgebacht, aber auf der anderen Seite muss man sehen, er hat eine drastische Verzögerung dieses Konflikts mit zu verschulden, er war das nicht alleine, aber er bei jedenfalls eine maßgebliche Figur, die da auf der Bremse gestanden hat und in dieser Zeit sind einfach Tausende ukrainische Soldaten gestorben.",Olaf Scholz
"Also, Zuspitzung, sprachliche Zuspitzung von uns, aber im Kern hat man schon gemerkt, gerade so aus der republikanischen Partei, also aus der Opposition in Washington, da gab es da immer mehr Spitzebemerkungen, nachdem man da dann macht es halt, wenn die derart rumzicken und ich glaube, es ist nicht zu übersehen, dass Olaf Scholz die Amerikaner in Norm unter Druck gesetzt hat und hat letztlich Joe Biden in amerikanischen Präsidenten zu einem Kurswechsel bezogen.",Olaf Scholz
"Ich weiß nicht, ob sich das jetzt ändert, ja, jetzt wo die Allianz steht und Scholz behauptet und die SPD behauptet und wahrscheinlich die Ampel behauptet, hier wir haben nicht gebremst, sondern wir haben eine Allianz geschmiedet.",Ampel
"Ich weiß nicht, ob sich das jetzt ändert, ja, jetzt wo die Allianz steht und Scholz behauptet und die SPD behauptet und wahrscheinlich die Ampel behauptet, hier wir haben nicht gebremst, sondern wir haben eine Allianz geschmiedet.",SPD
"Und auch sonst wurde aus der SPD einfach eine gemenge gesagt, was bei Lichter besehend ziemlicher Unsinn ist.",SPD
"Und das letzte Argument, das man glaube ich bei der gelingenen mal abräumen kann, kann von SPD-Chef Lars Klingbeil, der hat noch sich noch vor ein paar Tagen in eine Talkshow gesetzt und erzählt Panzer nicht, weil das ja offensiv warfen sein.",SPD
"Und das letzte Argument, das man glaube ich bei der gelingenen mal abräumen kann, kann von SPD-Chef Lars Klingbeil, der hat noch sich noch vor ein paar Tagen in eine Talkshow gesetzt und erzählt Panzer nicht, weil das ja offensiv warfen sein.",Lars Klingbeil
"Und man kann einfach nur hoffen, dass Olaf Scholz weiß, was er tut, auch wenn nach außen nur mehr oder weniger unsinnige Argumente vorgetragen werden.",Olaf Scholz
"Aber selbst wenn man das kauft, selbst wenn man unter Rücksicht auf, ich sag jetzt mal, die zaudereins, besondere in der SPD-Fraktion, die müdze nichts dieser Welt, selbst wenn man mit Rücksicht auf diese Leute sagt, wir müssen hier wirklich mit Trippelschritten voran und wir können leider nur bremsen Führung durch bremsen, das Treckerbild auf der Autobahn.",SPD
"Aber selbst wenn man das kauft, selbst wenn man unter Rücksicht auf, ich sag jetzt mal, die zaudereins, besondere in der SPD-Fraktion, die müdze nichts dieser Welt, selbst wenn man mit Rücksicht auf diese Leute sagt, wir müssen hier wirklich mit Trippelschritten voran und wir können leider nur bremsen Führung durch bremsen, das Treckerbild auf der Autobahn.",SPD-Fraktion
"Eine, eine, eine, eine, wie sagt man, eine Olaf Scholzwoche.",Olaf Scholz
Eine Olaf Scholz-Gedenkwoche hätte man da eilingen können.,Olaf Scholz
"Das weiß im Grunde auch jeder, das Verwaltungsverfahren und Gerichtliche verfahren viel zu lange dauern, ist bekannt seit vielen Jahren, ist im Grunde auch in der Ampel Konsens.",Ampel
"Und deswegen ist die Überarbeitung der vielen Gesetze, die vielleicht zur Beschleunigung des Infrastrukturausbausbeitragen könnten, eines der wichtigsten Projekte der Ampel.",Ampel
Und der Ball liegt nun vor allem bei zwei FDP-Ministern.,FDP
"Und Volker Wissing, der Bundesverkehrsminister, ist für bestimmte Planungsgesetze, aber zum Beispiel auch für den Bundesverkehrswegeplan zu stenden.",Volker Wissing
"Einer der Gründin dafür, justizminister Bushmann, ebenso wie sein Parteikollege, Volker Wissing, will die Beschleunigung der gerichtlichen Verfahren eben nicht nur für, ich sag jetzt mal, umweltfreundliche Projekte, auch für den Neubau von Autobahn und Straßen.",Volker Wissing
"Die Grüninnen sind natürlich dagegen, vor allem umweltministerin Steffi Lemke.",Steffi Lemke
"Und solche Probleme, wenn sich also wie in diesem Fall FDP und Grüne nicht so richtig einig sind, solche Probleme landen dann typischerweise irgendwann im sogenannten Koalitionsausschuss, ja, dass es ein Treffen der Spitzen der Koalitionsfraktionen und vor allem auch der Parteien um solche wichtigen Probleme abzuräumen.",FDP
"Und solche Probleme, wenn sich also wie in diesem Fall FDP und Grüne nicht so richtig einig sind, solche Probleme landen dann typischerweise irgendwann im sogenannten Koalitionsausschuss, ja, dass es ein Treffen der Spitzen der Koalitionsfraktionen und vor allem auch der Parteien um solche wichtigen Probleme abzuräumen.",Grüne
"Und man muss das so ein bisschen, glaube ich, ironisch betrachten, wenn Bundeskanzler Olaf Scholz da von einem neuen Deutschland-Tempfer von einer neuen Deutschland Geschwindigkeit, redet ja, er meint, dass für diese ganzen LNG-Terminals, die jetzt ja in no time aufgebaut wurden.",Olaf Scholz
"Allerdings diesmal muss man fairerweise sagen, weniger durch Scholz unmittelbar, sondern durch die Grünen und die gelben, die sich da verhakt haben.",Grüne
Auf der anderen Seite könnte natürlich Olaf Scholz den Knot mal durch.,Olaf Scholz
"Zunächst Remo Klinger, der ist sehr bekannte Rechtsanwalt zum Beispiel in Umweltschutz angelegenheiten, sehr farne Experte auch für Verwaltungsrecht geladen von den Linken, dann von Sisker Hess, Rechtsanwältin von den Grünen hier, wird nominiert, dann Professor Dr. Urike Bick, Vorsitzende Richterin am Bundesverwaltungsgericht in Leipzig, war auch mal früher am Bundesverfassungsgericht.",Grüne
"Wie daher kenne ich sie nämlich noch, war jetzt hier von der SPD geladen, dann Fabian Chefzig, der ist Richter am Oberverwaltungsgericht schließlich Holstein in Schleswig geladen von der FDP und schließlich Professor Dr. Windfried Clude, der hat ein Lehrstuhl für öffentliches Recht an der Uni in Halle und war von der Union nominiert.",FDP
"Wie daher kenne ich sie nämlich noch, war jetzt hier von der SPD geladen, dann Fabian Chefzig, der ist Richter am Oberverwaltungsgericht schließlich Holstein in Schleswig geladen von der FDP und schließlich Professor Dr. Windfried Clude, der hat ein Lehrstuhl für öffentliches Recht an der Uni in Halle und war von der Union nominiert.",Union
"Wie daher kenne ich sie nämlich noch, war jetzt hier von der SPD geladen, dann Fabian Chefzig, der ist Richter am Oberverwaltungsgericht schließlich Holstein in Schleswig geladen von der FDP und schließlich Professor Dr. Windfried Clude, der hat ein Lehrstuhl für öffentliches Recht an der Uni in Halle und war von der Union nominiert.",SPD
"Und weil das eben so krass war, war dann auch die Vorsitzende des Rechtsausschusses, die CDU-Abgeordnete Elisabeth Winkl-Meier-Becker, wie soll ich sagen, überrascht.",CDU
"Und dann hat zurück auf Loslieber Marco Buschmann, setzt da eine Leute noch mal dran, die dann noch nicht bremsst.",Marco Buschmann
"Also ich finde, wenn jetzt diese Kritik schon extrem hart war in dem Ausschuss, finde ich, sollte man schon das Anliegen von Marco Buschmann und seinem Haus an dieser Stelle ausdrücklich begrüßen.",Marco Buschmann
"Daher heißt es aus der Ampelfraktionen, haben wir noch Änderungen, einverhandelt und vor allen Dingen eine Evaluation.",Ampel
"Aber bei allem streit über dieses konkrete Vorhaben, wie beschleunigt man jetzt die Verwaltungsgerichtlichen Verfahren, ist sich die Ampel zugleich einig eigentlich.",Ampel
"Die FDP-Esceptischer, die FDP-Weist, da auf die Landeshaushalte sind, haben sich fast besser entwickelt als der Bundeshaushalt.",FDP
"Grüne und SPD sind tendenziell eher bereit, die Länder zu unterstützen, aber jedenfalls, wie du sagst, viele.",SPD
"Grüne und SPD sind tendenziell eher bereit, die Länder zu unterstützen, aber jedenfalls, wie du sagst, viele.",Grüne
"Und möglichst wenig tun muss, wo man natürlich fährt, mal so sagen muss, es ist jetzt eher nicht reiner Unwilde, sondern das Argument von Wissing und der FDP ist an dieser Stelle immer, woanders als im Verkehrssektor sei das einsparen von CO2-Emissionen leichter oder billiger zu haben.",FDP
"Ja, und das ist auch nicht völlig akquatsch, aber wenn man das aufzeichnen würde, diese Sektorziele so befürchten, dass dann wieder andere wie die Grünen, dann würde der politische Druck generell verschwinden, dass im Verkehr überhaupt was passiert.",Grüne
"Deswegen wollen die Grünen das also verhindern, dass diese Sektorziele also völlig verschwinden.",Grüne
"Nur würde natürlich die FDP völlig zu Recht sagen, ein mathematisch.",FDP
"Und weil wir ja oben kritisiert haben, dass Olaf Scholz da nicht endlich mal ein Machtwort spricht, machen wir hier mal ein Vorschlag.",Olaf Scholz
"Ja, also mal ganz ehrlich, man könnte sich doch einfach so einigen, die FDP bekommt Ihre Beschleunigung auch für Straßenneubauprojekte.",FDP
"Ja, was für die Grünen natürlich eine bittere Bille wäre.",Grüne
Im Gegenzug bekommen die Grünen und wir alle und unser Klima das temporär mit 120/80 wäre für beide Seiten sowohl super als auch bitter.,Grüne
"Die Grünen sind ohnehin schon ganz gut darin, ihrer Basis Dinge zu erklären, die nicht ganz die grüne Lehre sind.",Grüne
"Die Grünen sind ohnehin schon ganz gut darin, ihrer Basis Dinge zu erklären, die nicht ganz die grüne Lehre sind.",Die Grünen
"Aber ich denke auch, die FDP müsste das durchaus vermitteln können, denn sie wirbt doch immer mit Modernisierung, mit der Beschleunigung der Verwaltung und so weiter und so weiter.",FDP
Das müsste doch auch die FDP in Leuten vermitteln können.,FDP
"Und dann stellt sich natürlich verschärft die Frage, warum zum Geier macht Volker Wissing das nicht?",Volker Wissing
"Und die FDP-Spitzer allgemein, sie wollen in Ersterlinie grüne Wähler frosten.",FDP
"Sie wollen, dass die Grünen Wähler so gefrustet sind, weil es so wenig vorangeht, dass sie die Grünen bei den nächsten Landtags waren, vor allem bei den nächsten Bundestagswahl nicht mehr wählen.",Grüne
Warum hat die FDP denn was davon?,FDP
Wenn die Wähler innen der Grünen frustriert sind und vielleicht idealerweise aus sich der FDP die Grünen nicht mehr wählen?,FDP
Wenn die Wähler innen der Grünen frustriert sind und vielleicht idealerweise aus sich der FDP die Grünen nicht mehr wählen?,Grüne
Und das ist so ein bisschen die Idee der FDP-Spitze.,FDP
"Ob das dazu führt, dass sie sagen, dann wählen wir keine Grünen mehr oder ob die nicht dann doch sagen, okay, wir müssen die Grünen wählen und wir müssen alles daran setzen, damit die so viel stimmen, haben damit die FDP in der nächsten Regierung keine Rolle mehr spielt.",FDP
"Ob das dazu führt, dass sie sagen, dann wählen wir keine Grünen mehr oder ob die nicht dann doch sagen, okay, wir müssen die Grünen wählen und wir müssen alles daran setzen, damit die so viel stimmen, haben damit die FDP in der nächsten Regierung keine Rolle mehr spielt.",Grüne
"Und man könnte natürlich sagen, auch selbst die frustrierten aus Lützerat und so werden ja wohl hoffentlich trotzdem Grünen wählen, weil alle anderen Parteien quasi aus der ökologischen Perspektive noch schlimmer sind.",Grüne
"Ja, was ist passiert, diese radikale Klimaliste ist nicht in den Landtag gekommen, sie ist nämlich an der 5% Hürde gescheitert, aber wer auch nicht in den Landtag gekommen ist, sind die Grünen.",Grüne
"Also man muss schon sehr deutlich sagen, dass beispielsweise Saarland zeigt, dass diese Demobilisierung und Frustration der Grünenbasis eine extrem gefährliche Strategie ist aus sich der Grund.",Grüne
"Es ist durchaus möglich, dass sich weitere radikal grüne Basisbewegungen gründen und bei den nächsten Bundestagswahl den Grünen die entscheidenden 3% Punkte klauen.",Grüne
"Und ein bisschen Kritik kam an der letzten Ausgabe, weil wir den Vorschlag zu einer Wahlrechtsreform etwas unterbelichtet haben, der von der Union eingebracht wurde und eingebracht wird.",Union
"Weil es sich nicht, aber das ist so das, was sie es gezielt haben, was sie gerne machen würden statt, dass Plan es den die Ampel vorgelegt hat.",Ampel
Deswegen schlägt die Union jetzt einfach vor.,Union
Nur die Unionsparteien würden deutlich Mandate hinzugewinnen.,Union
"Ich fand, das war ja gerade der Scham auch an dem Ampelvorschlag, dass er an der Art wieder mehrheiten generiert werden.",Ampel
"Genau, dass das bei allen Streit um diesen Vorschlag und die Direktmandate aber die Art und Weise, wie die Mehrheit im Bundestag hergestellt wird, daran endet der Ampelvorschlag, würde der Ampelvorschlag eben nichts ändern.",Ampel
"Und ich würde sagen, deshalb ist dieser Unionvorschlag auch wirklich kein ernsthafter Beitrag zur Diskussion.",Union
"In Diskutabel würde dazu führen, dass die Union fast immer eine Mehrheit hätte im Deutschen Bundestag.",Union
"Wenn man ganz ehrlich das kann, um wirklich außerhalb der Union niemand wollen.",Union
"Es wäre einfach quasi optisch schon schön, wenn die Union jetzt mit einem Bord wäre.",Union
"Aber dazu muss ich natürlich, würde ich sagen, in erster Linie die Union bewegen.",Union
"Und ein Grabem-Wahlrecht, wo völlig unsweiflerft eigentlich ist, dass allein die Union gewinnen würde, um massiv massiv gewinnen würde.",Union
"Aber ich finde auf der Ansatte, dass die Union schon punkt hat, nämlich ihr Anliegen, dass die Menschen, die eine Mehrheit in einem Wahlkreis mit der Erststimme errungen haben oder bald soll sie ja dann... Wahlkreis-Stimme haben, dass die dann auch tatsächlich in den Bundestag möglich einziehen sollen.",Union
Und diese total blockade der Union bei der Wahrheitsreform wird auch nicht halten.,Union
"Ich denke, die Union sollte daher um ihr Ziel möglich zu erreichen.",Union
Und das ist ja das Ziel der Union.,Union
"Aber ich bin total gespannt, wann die Union eigentlich merkt, dass das mit dem Grabemahlrecht eine Schnapsidee ist und die Strategie ändert.",Union
Die zu dem eine ganze Menge an Unterstützung bei der Ampel finden dürfte.,Ampel
"Also für die FDP-Wender sexy, die Fraktion bleibt ein bisschen größer.",FDP
"Denn man hört schon sehr deutliches Grummeln auch aus der FDP-Fraktion, wo die Leute einfach schon so ein Reise nach Jerusalem spielen und sagen, ""Okay, 1, 2 drin, du bist raus.""",FDP
"Denn man hört schon sehr deutliches Grummeln auch aus der FDP-Fraktion, wo die Leute einfach schon so ein Reise nach Jerusalem spielen und sagen, ""Okay, 1, 2 drin, du bist raus.""",FDP-Fraktion
Und auch bei den Grünen und SPD-Licht ist es imprinzip ähnlich.,SPD
Und auch bei den Grünen und SPD-Licht ist es imprinzip ähnlich.,Grüne
"Also immer noch kleiner als heute, aber größer als bisher nach dem Ampelvorschlag.",Ampel
"Wir hatten ja berichtet, dass das größte Problem oder die größte Folge, die schwerwiegendste Folge wäre, dass wenn der Ampelvorschlag so durchkommt, dass die Folge wäre, dass weniger Menschen von den hinteren Plätzen der Listen der Parteien in den Bundesländern in den Bundestag einzien würden.",Ampel
"Wir haben dann noch mal so ein bisschen Nachricht geschieht und es hat nämlich ein Mitglied des Bundestages von der SPD geschrieben und gesagt, wir haben auch paritätische Listen.",SPD
"Also wir hatten gesagt, die Grünen haben das.",Grüne
"Und deswegen haben wir noch mal nachgefragt und der impolitische Sprecher der SPD-Bundestationssituation Sebastian Hartmann hat uns geschrieben, stimmt.",SPD
"Haben uns Leute gesagt, aber die Linksfraktionen, die im Pressestelle wir angemärbelt hatten, hat nicht reagiert.",Linksfraktion
"Bei der FDP gibt es keine paritätischen Listen als Begründung nennt uns Johannes Mellheim, der stellvertretender Pressspeicher bei der FDP-Fraktion im Bundestag, der uns schreibt, wir Freie Demokraten wollen Menschen aller Geschlechter gleichermaßen ansprechen und bekennen uns klar zu einer stärkeren Frauenförderung in und außerhalb der Partei.",FDP
"Bei der FDP gibt es keine paritätischen Listen als Begründung nennt uns Johannes Mellheim, der stellvertretender Pressspeicher bei der FDP-Fraktion im Bundestag, der uns schreibt, wir Freie Demokraten wollen Menschen aller Geschlechter gleichermaßen ansprechen und bekennen uns klar zu einer stärkeren Frauenförderung in und außerhalb der Partei.",FDP-Fraktion
"Bei der FDP gibt es keine paritätischen Listen als Begründung nennt uns Johannes Mellheim, der stellvertretender Pressspeicher bei der FDP-Fraktion im Bundestag, der uns schreibt, wir Freie Demokraten wollen Menschen aller Geschlechter gleichermaßen ansprechen und bekennen uns klar zu einer stärkeren Frauenförderung in und außerhalb der Partei.",Freie Demokraten
Und die FDP.,FDP
Und die Union lehnt parität ebenfalls ab.,Union
"Da hat uns Julia Höller geschrieben, die stellvertretende Fraktionsvorsitzende der Grünen im Landtag in Nordrhein-Westfalen-Sprecherin für Innenpolitik.",Grüne
"Genau genommen ist es so, dass die vorherige Koalition abgeschafft hat, also die Koalition aus Union und FDP hat das abgeschafft.",FDP
"Genau genommen ist es so, dass die vorherige Koalition abgeschafft hat, also die Koalition aus Union und FDP hat das abgeschafft.",Union
"Aber die Grünen finden es zwar eigentlich wichtig, dass die Polizei gekennzeichnet wird.",Grüne
"Aber so wichtig dann irgendwie doch nicht, denn bei den Koalitionsverhandlungen mit der Union jetzt vor kurzem haben sie diese Forderungen nicht durchgesetzt.",Union
"Das heißt, ja, Union und FDP haben es abgeschafft, aber die Grünen haben es auch nicht wieder eingeführt.",FDP
"Das heißt, ja, Union und FDP haben es abgeschafft, aber die Grünen haben es auch nicht wieder eingeführt.",Union
"Das heißt, ja, Union und FDP haben es abgeschafft, aber die Grünen haben es auch nicht wieder eingeführt.",Grüne
"Ja, genau wie wir das eben im Wahlrecht gemacht haben, ja, es gibt Kritik der Union, die haben eigenen Vorschlacht, der ist quatsch, aber sie haben in gewisseren Sicht auch einen Punkt und die Ampel sollte in den Gegenkommen, indem das und das passiert.",Union
"Ja, genau wie wir das eben im Wahlrecht gemacht haben, ja, es gibt Kritik der Union, die haben eigenen Vorschlacht, der ist quatsch, aber sie haben in gewisseren Sicht auch einen Punkt und die Ampel sollte in den Gegenkommen, indem das und das passiert.",Ampel
Und unser erstes Thema sind die sogenannten Ampelverhandlungen.,Ampel
"Die legierte von SPD, Grünen und FDP.",FDP
"Die legierte von SPD, Grünen und FDP.",SPD
"Die legierte von SPD, Grünen und FDP.",Grüne
Ist die Ampelkoalition inzwischen wirklich in Reichweite?,Ampel
Ist die Ampelkoalition inzwischen wirklich in Reichweite?,Ampelkoalition
"Was wir aber schon noch mitteilen wollen, ist, dass es doch noch richtig dicke Bretter zu boren gibt, insbesondere die Grünen scheinen uns doch sehr besorgt zu sein, dass sich die Ampelkoalition wirklich auf einen 1,5 Grad-Kurs begeben.",Ampel
"Was wir aber schon noch mitteilen wollen, ist, dass es doch noch richtig dicke Bretter zu boren gibt, insbesondere die Grünen scheinen uns doch sehr besorgt zu sein, dass sich die Ampelkoalition wirklich auf einen 1,5 Grad-Kurs begeben.",Ampelkoalition
"Was wir aber schon noch mitteilen wollen, ist, dass es doch noch richtig dicke Bretter zu boren gibt, insbesondere die Grünen scheinen uns doch sehr besorgt zu sein, dass sich die Ampelkoalition wirklich auf einen 1,5 Grad-Kurs begeben.",Grüne
Und die scheint die FDP doch zumindest zum Teil retten zu wollen.,FDP
"Ja, das Problem dabei ist, dass natürlich für die Grünen insbesondere, aber auch für Teile der SPD völlig klar ist, die Ampel muss mindestens die sogenannten Paris-Ziele einhalten.",Ampel
"Ja, das Problem dabei ist, dass natürlich für die Grünen insbesondere, aber auch für Teile der SPD völlig klar ist, die Ampel muss mindestens die sogenannten Paris-Ziele einhalten.",SPD
"Ja, das Problem dabei ist, dass natürlich für die Grünen insbesondere, aber auch für Teile der SPD völlig klar ist, die Ampel muss mindestens die sogenannten Paris-Ziele einhalten.",Grüne
"Und nun ist es auf der anderen Seite aber so, dass die FDP ja auch Steuer nicht erhöhen will.",FDP
"Und da scheinen die Grünen auch Bauchschmerzen zu haben, dass die FDP vor allen Dingen auch auf synthetische Kraftstoffe setzt.",FDP
"Und da scheinen die Grünen auch Bauchschmerzen zu haben, dass die FDP vor allen Dingen auch auf synthetische Kraftstoffe setzt.",Grüne
"Also wenn da gibt es viel Kritik an der Haltung der FDP, die diese synthetischen Fules irgendwie auch als Klimapositiv fördern möchte.",FDP
Städt die Ampel auf rot.,Ampel
Für den Bayern hat auch schon offiziell die Corona-Wahn-Ampel auf rot geschaltet.,Ampel
"Anders, ein bisschen, sieht das schließlich Holstein, der Gesundheitsminister da von der FDP, Heiner Garg, hält 2G-Regeln nicht für sinnvoll.",FDP
Wir kommen jetzt zu den Reaktionen der werdenden Ampel-Koalition.,Ampel
"Ja, ich glaube, da herrscht auch bei der Ampel, auch bei FDP und Grünen unter SPD kein Zweifel.",FDP
"Ja, ich glaube, da herrscht auch bei der Ampel, auch bei FDP und Grünen unter SPD kein Zweifel.",Ampel
"Ja, ich glaube, da herrscht auch bei der Ampel, auch bei FDP und Grünen unter SPD kein Zweifel.",SPD
"Ja, ich glaube, da herrscht auch bei der Ampel, auch bei FDP und Grünen unter SPD kein Zweifel.",Grüne
"Aber die Liberalen und die Grünen sagen, wir wollen nicht mehr, dass diese schweren Eingriffe per Verordnung durchgeführt und eingeführt werden können.",Grüne
"Aber die Liberalen und die Grünen sagen, wir wollen nicht mehr, dass diese schweren Eingriffe per Verordnung durchgeführt und eingeführt werden können.",Liberale
"Wir haben gesagt, die Ampelkoalition hat sich auf einen Gesetzinwurf geeinigt, der am heutigen Donnerstag in den Bundestag gehen soll.",Ampel
"Wir haben gesagt, die Ampelkoalition hat sich auf einen Gesetzinwurf geeinigt, der am heutigen Donnerstag in den Bundestag gehen soll.",Ampelkoalition
"Finde, was haben denn SPD, Grünen und FDP da auf dem Zettel?",FDP
"Finde, was haben denn SPD, Grünen und FDP da auf dem Zettel?",SPD
"Finde, was haben denn SPD, Grünen und FDP da auf dem Zettel?",Grüne
"Hintergrund ist, dass die Ampelkoalitionäre davon ausgehen, dass zum Beispiel Schließungen von Lädenkultur und so weiter nicht mehr verhältnismäßig werden.",Ampel
"Hintergrund ist, dass die Ampelkoalitionäre davon ausgehen, dass zum Beispiel Schließungen von Lädenkultur und so weiter nicht mehr verhältnismäßig werden.",Ampelkoalition
"Denn das ist natürlich außerordentlich gefährlich, wenn Menschen sich im Internet ein Fake-Impf ausweist kaufen oder wenn irgendwelche Leute so tun, als seien sie Ärzte und falsche Bescheinigungen ausstellen, dass sie die Ampel offenbar auch so.",Ampel
"Das kann man nur begrüßen, dass die Ampel an dieser Stelle ganz schnell durchregiert.",Ampel
"Und die Ampel, die kommende, die wahrscheinlich bald kommende, hat sich auch ein relativ ambitionierten Zeitplan überlegt.",Ampel
"Eindeutig ist die Ampel verändertziemlich grundlegend, die gesetzlichen Grundlagen für die Corona-Bekämpfung.",Ampel
"Die Länder können viel weniger machen, aber da muss man dort nicht sagen, das ist jetzt nicht irgendwie passiert, sondern das ist ausdrücklich gewollt, insbesondere Grüne und FDP halten einen schneidenderen Maßnahmen nicht mehr für Verhältnis mäßig.",FDP
"Die Länder können viel weniger machen, aber da muss man dort nicht sagen, das ist jetzt nicht irgendwie passiert, sondern das ist ausdrücklich gewollt, insbesondere Grüne und FDP halten einen schneidenderen Maßnahmen nicht mehr für Verhältnis mäßig.",Grüne
"Denn das Interessante ist ja die Ampel reagiert fast so, als wäre die Pandemie schon vorbei.",Ampel
"Die häufig auch unter Druck stehen, sondern ich würde sagen, da muss eben das Unternehmen, in dem schlecht kontrolliert wird, pro Verstoß ein Busgelzahlen, der SPD-Gesundheitsexperte Carl Lauterbach geht noch weiter.",SPD
Ampel hat es jetzt sogar oder will es sogar komplett verbieten.,Ampel
"Wir blicken noch mal ganz kurz nach Glasgow, da geht ja diese Woche wahrscheinlich der Klimagipfel COP26. Zur Ende, wir haben uns auch das gilt so ein bisschen analog zu den Ampelverhandlungen gesagt, da schauen wir drauf, wenn die Ergebnisse vorliegen, wir wollten euch nur nicht verschweigen, das ist gestern Abend, also Mittwoch Abend doch eine, na, für viele doch überraschende Wortmeldung gegeben hat, und zwar von China und den USA, die ja beide für 45 Prozent ungefähr des Klimagas aus Stoßes Welt weit verantwortlich sind, also mit Abstand. -",Ampel
"Also das sind alles so Fragen, wie bei den Ampelverhandlungen auch.",Ampel
Und die Groko konnte sich auf den letzten Meter nicht mehr auf eine Nachfolgerin oder einen Nachfolger einigen.,Groko
Zurzeit laufen ja in Berlin die Koalitionsverhandlungen zur Gründung einer möglichen Ampelkoalition und eines der wohl umstrittensten Themen dabei.,Ampel
Zurzeit laufen ja in Berlin die Koalitionsverhandlungen zur Gründung einer möglichen Ampelkoalition und eines der wohl umstrittensten Themen dabei.,Ampelkoalition
"Da gibt es ja verschiedene Konzepte bei den Grünen bei der FDP, also sowas wie Klima-Gerät und Klima-Dividende, wo die Einnahmen mehr oder weniger alle genommen werden und an jeden Menschen bewirgert in Deutschland ausgeschüttet werden, von Kind bis zum Erwachsenen.",FDP
"Da gibt es ja verschiedene Konzepte bei den Grünen bei der FDP, also sowas wie Klima-Gerät und Klima-Dividende, wo die Einnahmen mehr oder weniger alle genommen werden und an jeden Menschen bewirgert in Deutschland ausgeschüttet werden, von Kind bis zum Erwachsenen.",Grüne
"Einerseits gibt es die großen und öffentlichen Bühnen, die sich zum Beispiel in diesem Jahr Olaf Scholz immer nur im Akkord Kamala Harris genommen haben, um ihre Reden zu halten zu aktuellen außenpolitischen Standpunkten.",Olaf Scholz
"Also sehr schon ein paar Monate her zuständig auf Seiten des Bundes ist das Bundesministerium für Bildung und Forschungministerin dort, Espatina, Stark, Watzinger von der FDP.",FDP
"Und deswegen kritisiert zum Beispiel auch Nicole Goulke, die stellvertretende Vorsitzte der Fraktion Die Linke im Bundestag gegen den Tagespiegel.",Fraktion Die Linke im Bundestag
"Und deswegen kritisiert zum Beispiel auch Nicole Goulke, die stellvertretende Vorsitzte der Fraktion Die Linke im Bundestag gegen den Tagespiegel.",Die Linke
