Sentence,Entity
"Der F.A.Z-Newsletter In Folge 245 des F.A.Z. Einspruch Podcasts klären wir mit dem Kölner Juraprofessor Markus Ogorek, ob die AfD-nahe Desiderius-Erasmus-Stiftung nach der jüngsten Entscheidung des Bundesverfassungsgerichts mit staatlicher Förderung rechnen kann.",AfD
"Das Europäische Parlament stimmt dafür, die Immunität des AfD-Abgeordneten Nicolaus Fest aufzuheben.",AfD
Es geht um dessen umstrittene Aussagen über den Grünen Volker Beck.,Grüne
Das Votum im Thüringer Justizausschuss fiel nahezu einstimmig aus: Die Immunität des AfD-Fraktionschefs Höcke wird aufgehoben.,AfD
"Der populäre Straßenbahnfahrer kommt auf 5,1 Prozent und lässt damit die OB-Kandidaten von Linke, FDP und AfD klar hinter sich.",FDP
"Der populäre Straßenbahnfahrer kommt auf 5,1 Prozent und lässt damit die OB-Kandidaten von Linke, FDP und AfD klar hinter sich.",AfD
Bei der Demonstration gegen die AfD geraten Teilnehmer und Polizisten aneinander.,AfD
"Im Bundestag strengt die AfD eine Debatte über die Unterbringung von Flüchtlingen an, bezogen auf die Anfeindungen in Lörrach.",AfD
"Dort wendet sich der Stadtrat gegen Hass und Intoleranz, doch die AfD stimmt dagegen.",AfD
"In Folge 245 des F.A.Z. Einspruch Podcasts klären wir mit dem Kölner Juraprofessor Markus Ogorek, ob die AfD-nahe Desiderius-Erasmus-Stiftung nach der jüngsten Entscheidung des Bundesverfassungsgerichts mit staatlicher Förderung rechnen kann.",AfD
"Der Bürgerentscheid resultiert aus einem Antrag aus SPD, AfD und Rechtsextremen.",SPD
"Der Bürgerentscheid resultiert aus einem Antrag aus SPD, AfD und Rechtsextremen.",AfD
Nach „langem Kampf gegen ihre schwere Krankheit“ ist die stellvertretende Fraktionsvorsitzende der AfD und ehemalige bayerische Landesvorsitzende Corinna Miazga gestorben.,AfD
Thüringens AfD-Vorsitzender spricht in Dresden auf einer Kundgebung von Pegida und seiner Partei.,AfD
"Viele frühe Mitglieder der „Werteunion“ waren in der CDU tief verwurzelt, Gespräche mit der AfD wären für sie ein Verrat gewesen.",CDU
"Viele frühe Mitglieder der „Werteunion“ waren in der CDU tief verwurzelt, Gespräche mit der AfD wären für sie ein Verrat gewesen.",AfD
Nun nimmt auch die AfD-Führung nicht teil.,AfD
Die Auseinandersetzung mit der AfD muss anders geführt werden.,AfD
Das Bundesverfassungsgericht sieht das Recht auf Chancengleichheit der AfD verletzt.,AfD
Bisher erhält die AfD-nahe Desiderius-Erasmus-Stiftung kein Geld aus öffentlichen Mitteln.,AfD
Die AfD benutzt das Geld offenbar oft anders.,AfD
Die AfD tut sich schwer mit ihrem Wahlergebnis in Berlin.,AfD
"Die Partei habe ihre Wählerschaft „konsolidiert“, sagt AfD-Chef Tino Chrupalla.",AfD
"Die Partei habe ihre Wählerschaft „konsolidiert“, sagt AfD-Chef Tino Chrupalla.",Tino Chrupalla
"Sachsens Ministerpräsident versucht, Boden gegen die AfD gutzumachen.",AfD
"Der Mechanismus ist immer derselbe, ob in der AfD oder unter Klimaschützern.",AfD
Die AfD hat im Bundestag einen Antrag für eine „Friedensinitiative“ im russischen Krieg gegen die Ukraine gestellt.,AfD
"Der Grünen-Politiker Trittin wirft ihr vor, die Kriegsschuldfrage komplett umzudrehen.",Grüne
Der AfD-Bundestagsabgeordnete Petr Bystron soll laut Medienberichten während einer Dienstreise nach Litauen unangemeldet auch Belarus besucht haben.,AfD
"Der AfD-Politiker erklärte, es habe sich um eine Fraktionsreise gehandelt.",AfD
Der AfD-Politiker ist der Körperverletzung und Beleidigung angeklagt.,AfD
"Die AfD feiert im Taunus ihr zehnjähriges Bestehen – und deutet ihre Geschichte um: Radikalisiert habe sich nicht die Partei, sondern die Welt um sie herum.",AfD
Damit hat die linke Regierungspartei eine ziemlich konservative Wahl getroffen.,Regierung
Aber bei der Wahl eines Nachfolgers für Regierungschefin Nicola Sturgeon haben sich die Parteimitglieder für eine „konservative“ Lösung im Sinne eines Weiter-so entschieden – verkörpert durch Gesundheitsminister Humza Yousaf.,Regierung
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Regierung
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Grüne
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Die Grünen
Yousaf verfügt über umfangreiche Regierungserfahrung.,Regierung
"„Privileg meines Lebens“            : 							Sturgeon verabschiedet sich als Regierungschefin von Schottland			         Zuletzt war heftiger innerparteilicher Streit über ein Gesetz ausgebrochen, das es Menschen weitgehend freistellt, ihr Geschlecht selbst zu wählen.",Regierung
"Bild: dpa 			Rund 200.000 Menschen demonstrieren in Tel Aviv gegen Pläne der Regierung, die Befugnisse der Justiz einzuschränken.",Regierung
"Galant plädierte für eine Pause, bevor die Abgeordneten in der kommenden Woche über einen zentralen Punkt der Regierungspläne abstimmen sollen, der das Verfahren zur Auswahl der Richter zugunsten der Politik ändern würde.",Regierung
"Die Reformpläne der ultrarechten Regierungskoalition zielen insgesamt darauf ab, die Befugnisse der Justiz einzuschränken.",Regierung
"Die Reformpläne der ultrarechten Regierungskoalition zielen insgesamt darauf ab, die Befugnisse der Justiz einzuschränken.",Regierungskoalition
"Israels Verteidigungsminister plädiert für Pause bei Umsetzung der Justizreform Nach anhaltenden Protesten Israels Verteidigungsminister für Pause bei Umsetzung der Justizreform Rund 200.000 Menschen demonstrieren in Tel Aviv gegen Pläne der Regierung, die Befugnisse der Justiz einzuschränken.",Regierung
Die italienische Oppositionsführerin Elly Schlein fordert den Rücktritt des Innenministers.,Opposition
Jens Marco Scherf ist Landrat in Bayern und Mitglied der Grünen.,Grüne
"Da ist bei aller Polemik viel dran, wie etwa der Umgang mit Rechtsextremismus, der AfD oder den Corona-Protesten zeigt: Sie werden in der Öffentlichkeit fast ausschließlich im Osten verortet, oft mit dem Zusatz, dass es der Osten sei, der spalte.",AfD
Die Regierung in Moskau kritisiert die USA nach dem Drohnenabsturz.,Regierung
Permalink: https://www.faz.net/-gqc-b2fxy Weitere Themen                                   Justizreform                                : Chaos in Israel – und in Netanjahus Regierung                         Die umstrittene Justizreform spaltet nicht nur die israelische Gesellschaft.,Regierung
Bundeskanzler Scholz spricht im Bundestag über Europa und lobt die Erfolge der Ampel in der Krise.,Ampel
Oppositionsführer Merz hingegen macht ein Auseinanderfallen von Wort und Tat aus.,Opposition
"Der F.A.Z.-Newsletter Wie zur Sanierung der Bundeswehr will die SPD-Ko-Chefin einen Schuldenfonds einrichten, um Investitionen in Schulen zu finanzieren.",SPD
"Die Ampelkoalition verbreitet frohe Botschaften: Eine Lösung der Energiekrise durch Windkraft, mit einem Wirtschaftswunder inklusive.",Ampelkoalition
"Die Ampelkoalition verbreitet frohe Botschaften: Eine Lösung der Energiekrise durch Windkraft, mit einem Wirtschaftswunder inklusive.",Ampel
Die Regierung ringt um die Eckwerte für den Etat 2024. Das Geld ist knapp – obwohl die Einnahmen steigen und steigen.,Regierung
"Die Ampelkoalition streitet darüber, wie Deutschland schneller vorankommen kann.",Ampelkoalition
"Die Ampelkoalition streitet darüber, wie Deutschland schneller vorankommen kann.",Ampel
"Auf ihrer Klausur in Meseberg ringt die Bundesregierung um den Haushalt 2024. Vor allem FDP und Grüne finden, dass sie genügend Zugeständnisse gemacht haben.",Grüne
"Auf ihrer Klausur in Meseberg ringt die Bundesregierung um den Haushalt 2024. Vor allem FDP und Grüne finden, dass sie genügend Zugeständnisse gemacht haben.",FDP
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b604d Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Die Bundeskanzlerin und CDU-Vorsitzende Angela Merkel unterhält sich im Dezember 2005 mit dem baden-württembergischen Ministerpräsidenten Günther Oettinger.",CDU
"Der baden-württembergische CDU-Politiker stand am Sarg seines Vorgängers Hans Filbinger und hielt eine Rede, die ihn fast das Amt gekostet hätte.",CDU
Spaltung der Union: Instantpulver für die AfD Fanpost für Oettinger Instantpulver für die AfD Günther Oettinger verharmloste vor 15 Jahren die Nazivergangenheit seines Vorgängers.,AfD
Spaltung der Union: Instantpulver für die AfD Fanpost für Oettinger Instantpulver für die AfD Günther Oettinger verharmloste vor 15 Jahren die Nazivergangenheit seines Vorgängers.,Union
"Die Voraussetzungen zur Bewältigung dieser fast übermenschlichen Aufgabe sind denkbar ungünstig, die Führer der nationalistischen Bewegung, die den Stein ins Rollen gebracht hat, halten sich vom Runden Tisch fern, die englische Regierung scheint nicht in der Lage zu sein, ein festes Programm mitzubringen, und was an indischen Vertretern erschienen ist, kann sich wohl von Zeit zu Zeit taktisch zusammenfinden, aber niemals auf eine gemeinsame Idee einigen.",Regierung
Permalink: https://www.faz.net/-i18-a3pgb Weitere Themen                                   Diffamierung aller „Modis“                                : Indischer Oppositionsführer Gandhi zu zwei Jahren Haft verurteilt                         Rahul Gandhi soll Ministerpräsident Narendra Modi und andere Menschen mit dem Nachnamen Modi als „Diebe“ bezeichnet haben.,Opposition
Geklagt hatte ein Politiker der Regierungspartei – der selbst auch Modi heißt.,Regierung
Permalink: https://www.faz.net/-gpg-b3do4 Bundeskanzler Olaf Scholz hat an die historische Verantwortung Deutschlands für Ermordung von Millionen Jüdinnen und Juden in der Zeit des Nationalsozialismus erinnert. „,Olaf Scholz
"Unvergessen ist das Leid von sechs Millionen unschuldig ermordeten Jüdinnen und Juden – genauso wie das Leid der Überlebenden“, schrieb der SPD-Politiker am Freitag auf Twitter.",SPD
"Bundestagspräsidentin Bärbel Bas eröffnet die Sonderveranstaltung, an der auch Bundespräsident Frank-Walter Steinmeier teilnimmt.",Frank-Walter Steinmeier
"Bundestagspräsidentin Bärbel Bas eröffnet die Sonderveranstaltung, an der auch Bundespräsident Frank-Walter Steinmeier teilnimmt.",Bärbel Bas
Der Schlüssel dazu waren seine Netzwerke in Politik und Wirtschaft sowie der SPD-Mythos Entspannungspolitik.,SPD
Bei der Münchner Sicherheitskonferenz sitzen erstmals iranischen Oppositionelle statt Regierungsvertretern auf dem Podium.,Regierung
Bei der Münchner Sicherheitskonferenz sitzen erstmals iranischen Oppositionelle statt Regierungsvertretern auf dem Podium.,Opposition
"Hans Modrow verstarb in der Nacht zum Samstag, wie ein Sprecher der Linkspartei in Berlin bestätigte.",Linkspartei
Bild: picture alliance 			Die Regierung hält noch an Preisregulierungen fest.,Regierung
"Von dem gleichen Beweggrund ausgehend, hat die Regierung den von dem Zwanzigerausschuss festgesetzten Preis für das Umlagegetreide in Höhe von 600.000 Mark entgegen dem Vorschlag dieser Kommission nur für das fünfte Sechstel in Geltung gesetzt, während der Preis für das vierte Sechstel auf 500.000 Mark normiert wurde.",Regierung
Vorsichtige Preiserhöhungen in der Landwirtschaft – Frankfurter Zeitung von 1923 Frankfurter Zeitung 6.3.1923 Vorsichtige Preiserhöhungen in der Landwirtschaft Die Regierung hält noch an Preisregulierungen fest.,Regierung
"Die Regierung hat dann einen vorläufigen Entwurf eines Gesetzes gegen den Alkoholmissbrauch ausgearbeitet, der aber gerade dieses Gemeindebestimmungsrecht nicht enthielt.",Regierung
"Bild: Reuters 			Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung
"Wir verpflichten uns gegenüber diesem Ausschuss und allen unseren Nutzern, dass wir Tiktok frei von jeglicher Manipulation durch eine Regierung halten.“",Regierung
"Die Regierung Bidens favorisiert die Senatsinitiative, den „Restrict Act“.",Regierung
"Um ein Verbot zu rechtfertigen, müsste die Regierung nachweisen, dass Datenschutz- und Sicherheitsbedenken nicht auf weniger umfassende Weise gewahrt werden können“, sagt Jameel Jaffer, Chef des Knight First Amendment Institute der Columbia Universität, das sich dem Schutz der Meinungsfreiheit verschrieben hat. „",Regierung
"Die Regierung hat dies nicht nachgewiesen, und wir bezweifeln, dass sie es könnte.“",Regierung
"Ähnlich wie Trump vor einigen Jahren fordert die Regierung von US-Präsident Joe Biden einen Verkauf von Tiktok durch die chinesische Mutter ByteDance, um einen Bann abzuwenden.",Regierung
Sowohl Chew als auch die chinesische Regierung haben dies wiederholt abgelehnt.,Regierung
"Tiktok und China wehren sich gegen Spionagevorwurf Nach Anhörung im US-Kongress Tiktok und China wehren sich gegen Spionagevorwurf Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung
"Er beteuerte darin einmal mehr Tiktoks Unabhängigkeit von der chinesischen Regierung und sagte, ein Verbot würde der amerikanischen Wirtschaft und auch dem Wettbewerb schaden.",Regierung
"Per Gesetz wurde ein Verbot der App auf fast allen Geräten von Mitarbeitern der US-Regierung verhängt, auch in mehr als zwei Dutzend Bundesstaaten wurden Tiktok-Sperren beschlossen.",Regierung
"Der bislang größte Rückschlag für Tiktok kam in der vergangenen Woche, als bekannt wurde, dass die US-Regierung von den chinesischen Eigentümern einen Verkauf ihrer Anteile an der App gefordert und andernfalls mit einem Verbot gedroht hat.",Regierung
"Es gibt die Sorge, die chinesische Regierung könnte versuchen, über Tiktok an amerikanische Nutzerdaten heranzukommen.",Regierung
"Zudem soll es ein Aufsichtsgremium geben, über das die amerikanische Regierung mitentscheiden kann.",Regierung
"Nach Anhörung im US-Kongress                                : Tiktok und China wehren sich gegen Spionagevorwurf                         Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung
Damit erreicht er ein Millionenpublikum – auch den Bundesfinanzminister Christian Lindner.,Christian Lindner
"Bundeswirtschaftsminister Robert Habeck ist auf dem Weg nach Amerika, um genau diese Fragen zu klären.",Robert Habeck
Menschenrechtspolitiker von CDU und FDP kritisieren deutsche Firmen nun deutlich.,CDU
Menschenrechtspolitiker von CDU und FDP kritisieren deutsche Firmen nun deutlich.,FDP
Doch die immer schrilleren Warnungen der „Letzten Generation“ und von Teilen der Grünen bleiben ihnen fremd – gut so.,Grüne
"Doch die immer schrilleren Warnungen vor der „Klimakrise“ oder „Klimakatastrophe“, mit denen die „Letzte Generation“ und auch Teile der Grünen eine grundlegende Abkehr von unserem bisherigen Lebens- und Wirtschaftsmodell fordern, bleibt großen Teilen der Gesellschaft fremd.",Grüne
"Hoffentlich ist sich dessen auch der Koalitionsausschuss bewusst, wenn er sich an diesem Dienstag auf das weitere Vorgehen verständigt.",Koalition
"Permalink: https://www.faz.net/-iu4-b6ita Weitere Themen FAZ Plus Artikel:                                  Robert Habeck im Interview                                : „Über den Lebenszyklus einer Heizung ist eine Wärmepumpe günstiger“                         Der Wirtschaftsminister will, dass die Deutschen anders heizen.",Robert Habeck
Für Bundesbauministerin Klara Geywitz ist das Projekt beispielhaft.,Klara Geywitz
"Die Stadthalle ist „das bedeutendste Gebäud, das die Stadt Bad Vilbel seit Jahrzehnten errichtet hat, und sie wird es auch bleiben“, sagt Bürgermeister Sebastian Wysocki (CDU).",CDU
Aus Angst vor einer Immobilienblase will die österreichische Regierung Hypotheken an Privatleute erschweren.,Regierung
CDU-Minister Wolfgang Schäuble plant zusätzliche Eingriffsrechte zur Vermeidung möglicher Preisblasen.,CDU
Der Regierung bereitet das zunehmend Sorgen.,Regierung
"EU und Regierung erzielen einen Kompromiss in der Debatte um die Zulassung von Verbrenner nach 2035. Demnach sollen diese auch danach zugelassen werden, wenn sie ausschließlich CO₂-neutrale Kraftstoffe tanken.",Regierung
Das Verkehrsministerium verfehlt dramatisch die Klimaziele der Regierung.,Regierung
Mit einer echten Wende hat das Ressort von Volker Wissing offenbar nichts im Sinn.,Volker Wissing
"Bundesverkehrsminister Volker Wissing (FDP) hat sich optimistisch gezeigt, im Streit über ein geplantes EU-Aus für Autos mit Verbrennungsmotor eine Lösung zu finden.",FDP
"Bundesverkehrsminister Volker Wissing (FDP) hat sich optimistisch gezeigt, im Streit über ein geplantes EU-Aus für Autos mit Verbrennungsmotor eine Lösung zu finden.",Volker Wissing
Der deutsche FDP-Verkehrsminister kritisiert die von Brüssel geplante Verkehrswende.,FDP
Hessens Wirtschaftsminister Tarek Al-Wazir will für die Grünen die Staatskanzlei erobern.,Grüne
"Auf den Koalitionsstreit über das Verbrenner-Aus folgt der Streit darüber, wie der Kompromiss der EU-Umweltminister zur Zukunft des Verbrennungsmotors zu verstehen ist.",Koalition
"Im Wohnzimmer nebenan schaut sich gerade die nordrhein-westfälische Bauministerin Ina Scharrenbach (CDU) an, womit Kujawski künftig heizen soll: Das Gerät an der Wand sieht aus wie eine klassische Klimaanlage, ein paar Vertreter der Europa-Division des japanischen Konzerns Mitsubishi Electric erklären den Unterschied.",CDU
Doch die Ideen für die Fahrt ins Grüne sind vielfältig.,Grüne
Fahrt ins Grüne: Einen Königsweg für klimaneutrale Mobilität gibt es nicht Energieserie – Teil 6 Einen Königsweg für klimaneutrale Mobilität gibt es nicht Mobilität – vom Flugzeug bis zum Schiff – basiert derzeit fast ausschließlich auf fossilen Energieträgern.,Grüne
Nun erklärt der Chef der FDP Windräder zu „Freiheitsenergien“.,FDP
Der Ko-Chef der Grünen beauftragt LNG-Terminals.,Grüne
Die Europäische Union hat damit den Grundstein für eine systematische Be­arbeitung des Themas Rohstoffsicherheit gelegt.,Union
"Eine der vielen Streitigkeiten der Ampel dreht sich darum, ob die Straßen schneller ausgebaut werden sollen oder ob das im Widerspruch zur Energiewende und dem Klimaschutz steht.",Ampel
An einem zentralen Punkt allerdings berührt sich die von den Grünen gewünschte Ausweitung des Ökostroms mit der von der FDP propagierten Ertüchtigung der Straßen.,Grüne
An einem zentralen Punkt allerdings berührt sich die von den Grünen gewünschte Ausweitung des Ökostroms mit der von der FDP propagierten Ertüchtigung der Straßen.,FDP
"Man wolle die Bauteile zwar auch per Bahn und Schiff transportieren, sagte Verkehrsstaatssekretär Michael Theurer (FDP) der F.A.Z. „Aber gerade die Schwertransporte für Windräder, bei denen es häufig keine Alternative zu einer funktionierenden Straßeninfrastruktur gibt, zeigen, dass alle Verkehrsträger für eine klimaneutrale Zukunft nötig sind.“",FDP
Symbolfoto) 				Bild: Rosa Burczyk 			Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",SPD
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Grüne
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Robert Habeck
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Klara Geywitz
So teuer wird das Heizen für Mieter Geplantes Gesetz So teuer wird das klimaschonende Heizen für Mieter Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck
Beide verweisen bei ihren getrennt verlaufenden Gesprächsrunden auf Fehler früherer Regierungen im Umgang mit russischen Energielieferungen.,Regierung
Die Linke kämpft sowohl in Hessen als auch auf der Bundesebene um ihre Existenz.,Die Linke
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gqe-b63lc Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Politikerin unterwegs: Familienministerin Lisa Paus will bedürftige Familien mit der Kindergrundsicherung von 2025 an besser unterstützen.",Lisa Paus
Lisa Paus sieht das anders.,Lisa Paus
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Grüne
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,FDP
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Christian Lindner
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Lisa Paus
"Den größten Teil der 12 Milliarden Euro, die Paus im Haushaltsstreit über die Kindergrundsicherung verlange, stelle die Ampelkoalition damit bereits zur Verfügung.",Ampelkoalition
"Den größten Teil der 12 Milliarden Euro, die Paus im Haushaltsstreit über die Kindergrundsicherung verlange, stelle die Ampelkoalition damit bereits zur Verfügung.",Ampel
"Wenn Familienministerin Paus behauptet, die weitere Arbeit an der Kindergrundsicherung sei durch fehlendes Geld blockiert, ist das offensichtlich falsch“, sagte der FDP-Familienpolitiker Martin Gassner-Herz der F.A.Z. Die Kindergrundsicherung ist eines der sozialpolitischen Kernvorhaben der Ampel.",FDP
"Wenn Familienministerin Paus behauptet, die weitere Arbeit an der Kindergrundsicherung sei durch fehlendes Geld blockiert, ist das offensichtlich falsch“, sagte der FDP-Familienpolitiker Martin Gassner-Herz der F.A.Z. Die Kindergrundsicherung ist eines der sozialpolitischen Kernvorhaben der Ampel.",Ampel
"Folgt man dem Finanzministerium, rechnet man also die 7 Milliarden Euro aufgestockter familienpolitischer Leistungen der Ampelkoalition auf die von Paus geforderten 12 Milliarden Euro an, bleibt eine Lücke von 5 Milliarden Euro.",Ampelkoalition
"Folgt man dem Finanzministerium, rechnet man also die 7 Milliarden Euro aufgestockter familienpolitischer Leistungen der Ampelkoalition auf die von Paus geforderten 12 Milliarden Euro an, bleibt eine Lücke von 5 Milliarden Euro.",Ampel
"Diese Kluft lasse sich durch Entbürokratisierung und Digitalisierung der familienpolitischen Leistungen schließen, heißt es in der FDP.",FDP
"Mehr zum Thema 1/ 												Kindergrundsicherung            : 							Paus beharrt auf Zwölf-Milliarden-Forderung			         												F.A.Z. exklusiv            : 							Finanzhilfen für Länder bringen Bund in Geldnot			         												Teure Ampel-Pläne            : 							Das sind die Konflikte im Haushaltsstreit			         Nach den Vorstellungen der Familienministerin soll ein Antrag reichen, damit die Leistungen der Kindergrundsicherung möglichst automatisiert ausgezahlt werden.",Ampel
Finanzministerium widerspricht Familienministerin bei Kindergrundsicherung Kindergrundsicherung Die FDP widerspricht der Familienministerin Familien erhalten schon zusätzliche Milliarden.,FDP
Dann nämlich kann die Regierung auslaufende Darlehen einfach durch neue ersetzen.,Regierung
"Der F.A.Z.-Newsletter Heute jährt sich die „Zeitenwende“-Rede von Olaf Scholz, Verdi setzt auf weitere Streiks, und von der Leyen reist überraschend nach London.",Olaf Scholz
Der Wiesbadener Sozialdezernent Christoph Manjura (SPD) ist in der AWO-Affäre angeklagt.,SPD
Zuvor hatte sich die FDP für einen ähnlichen Schritt ausgesprochen.,FDP
Permalink: https://www.faz.net/-gqq-b312v Gesundheitsminister Karl Lauterbach und die Ärzte in Deutschland liegen in etlichen Fragen über Kreuz.,Karl Lauterbach
SPD-Minister Lauterbach arbeitet schon an einem entsprechenden Gesetz.,SPD
Die Agenda 2010 war ein Reformpaket der rot-grünen Regierung unter Kanzler Gerhard Schröder (SPD) vor fast anderthalb Jahrzehnten.,SPD
Die Agenda 2010 war ein Reformpaket der rot-grünen Regierung unter Kanzler Gerhard Schröder (SPD) vor fast anderthalb Jahrzehnten.,Regierung
Der aktuelle SPD-Kanzlerkandidat Martin Schulz will diese Reformen in Teilen rückgängig machen.,SPD
Die arbeitsmarktpolitischen Versprechen des SPD-Kanzlerkandidaten werden abgelehnt.,SPD
In der Umfrage wurden die Vorschläge ohne Nennung des SPD-Kandidaten Schulz aufgeführt.,SPD
Mehr zum Thema 1/ 												Soziologie der Unzufriedenheit            : 							Rechte Leute von links			         												SPD-Parteitag            : 							Schröder soll’s richten			         												Sozialdemokraten in Europa            : 							Warum sind diese Männer cool?,SPD
Mehr zum Thema 1/ 												Soziologie der Unzufriedenheit            : 							Rechte Leute von links			         												SPD-Parteitag            : 							Schröder soll’s richten			         												Sozialdemokraten in Europa            : 							Warum sind diese Männer cool?,Sozialdemokraten
"Nach Ansicht des Ifo-Wissenschaftlers Niklas Potrafke, der das Ifo-Zentrum für öffentliche Finanzen leitet und das Ökonomenpanel betreut, sind die Ergebnisse der Umfrage eine Bestätigung dafür, dass die Wirtschaftswissenschaft die Liberalisierung des Arbeitsmarktes durch die Regierung Schröder wertschätze. „",Regierung
Permalink: https://www.faz.net/-gqg-8zmaf Weitere Themen FAZ Plus Artikel:                                  Russland und die SPD                                : Die Moskau-Connection                         Gerhard Schröder hat nach seiner Kanzlerschaft weiterhin die Russlandpolitik der Bundesrepublik mitbestimmt.,SPD
CDU Hessen                                : Ein Wahlkampf nach bayerischer Art                         Ein halbes Jahr vor der Landtagswahl will die CDU in Hessen nichts dem Zufall überlassen.,CDU
"Mit Angriffen auf die Ampel, vielen Umfragen, emotionalen Themen – und etwas Hilfe von der CSU will man gewinnen.",Ampel
"Mit Angriffen auf die Ampel, vielen Umfragen, emotionalen Themen – und etwas Hilfe von der CSU will man gewinnen.",CSU
Das Gesetzesvorhaben der Ampel für mehr Whistleblower-Schutz ist am Veto der unionsgeführten Bundesländer gescheitert.,Ampel
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gsf-b6dqm Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Das Kanzleramt am frühen Morgen 				Bild: Laif 			Die Regierung  will das Klima schützen.",Regierung
"Permalink: https://www.faz.net/-gsf-b6dqm Die Erweiterung des Bundeskanzleramts, ein fertig geplantes, riesiges, u-förmiges Bürohaus in Berlin-Mitte, sollte besser nicht gebaut werden – und wenn der Bundeskanzler und die Bundesbauministerin, wenn also Olaf Scholz und Klara Geywitz aus der Defensive herauskommen, wenn sie Entschlossenheit demonstrieren, das Richtige tun und nebenbei die eigene Popularität steigern wollen: Dann müssten sie nur möglichst bald und möglichst selbstbewusst den sofortigen Baustopp verkünden.",Olaf Scholz
"Permalink: https://www.faz.net/-gsf-b6dqm Die Erweiterung des Bundeskanzleramts, ein fertig geplantes, riesiges, u-förmiges Bürohaus in Berlin-Mitte, sollte besser nicht gebaut werden – und wenn der Bundeskanzler und die Bundesbauministerin, wenn also Olaf Scholz und Klara Geywitz aus der Defensive herauskommen, wenn sie Entschlossenheit demonstrieren, das Richtige tun und nebenbei die eigene Popularität steigern wollen: Dann müssten sie nur möglichst bald und möglichst selbstbewusst den sofortigen Baustopp verkünden.",Klara Geywitz
