Sentence,Entity,predicted_label
"Das Wahlprogramm der AfD Die Alternative für Deutschland verfolgt in vielen Bereichen Ansätze, die stark von denen konservativer Parteien abweichen.",AfD,2
"Das Wahlprogramm der AfD Die Alternative für Deutschland verfolgt in vielen Bereichen Ansätze, die stark von denen konservativer Parteien abweichen.",Alternative für Deutschland,2
Der Wahlausschuss in Bremen hat die AfD wegen deren interner Querelen nicht für die Bürgerschaftswahl zugelassen.,AfD,2
"Leider passt es zum Geschäftsmodell der AfD, das politische System zu diskreditieren.",AfD,2
Noch zerstrittener als anderswo präsentiert sich die AfD in Bremen.,AfD,2
Der Landeswahlausschuss wies Beschwerden der AfD gegen die Ablehnung zweier konkurrierender Listen für den Wahlbereich Bremen zurück.,AfD,2
"Es ist kein Zufall, dass die AfD wieder vor den Grünen liegt.",Grüne,1
"Es ist kein Zufall, dass die AfD wieder vor den Grünen liegt.",AfD,1
Bei der Bremer Bürgschaftswahl im Mai kann die zutiefst zerstrittene AfD voraussichtlich nicht antreten.,AfD,2
Und die Bürgerschaftswahl in Bremen findet womöglich ohne die AfD statt.,AfD,2
"Der F.A.Z-Newsletter In Folge 245 des F.A.Z. Einspruch Podcasts klären wir mit dem Kölner Juraprofessor Markus Ogorek, ob die AfD-nahe Desiderius-Erasmus-Stiftung nach der jüngsten Entscheidung des Bundesverfassungsgerichts mit staatlicher Förderung rechnen kann.",AfD,2
"Das Europäische Parlament stimmt dafür, die Immunität des AfD-Abgeordneten Nicolaus Fest aufzuheben.",AfD,2
Es geht um dessen umstrittene Aussagen über den Grünen Volker Beck.,Grüne,2
Das Votum im Thüringer Justizausschuss fiel nahezu einstimmig aus: Die Immunität des AfD-Fraktionschefs Höcke wird aufgehoben.,AfD,1
"Der populäre Straßenbahnfahrer kommt auf 5,1 Prozent und lässt damit die OB-Kandidaten von Linke, FDP und AfD klar hinter sich.",FDP,0
"Der populäre Straßenbahnfahrer kommt auf 5,1 Prozent und lässt damit die OB-Kandidaten von Linke, FDP und AfD klar hinter sich.",AfD,0
Bei der Demonstration gegen die AfD geraten Teilnehmer und Polizisten aneinander.,AfD,1
"Im Bundestag strengt die AfD eine Debatte über die Unterbringung von Flüchtlingen an, bezogen auf die Anfeindungen in Lörrach.",AfD,1
"Dort wendet sich der Stadtrat gegen Hass und Intoleranz, doch die AfD stimmt dagegen.",AfD,1
"In Folge 245 des F.A.Z. Einspruch Podcasts klären wir mit dem Kölner Juraprofessor Markus Ogorek, ob die AfD-nahe Desiderius-Erasmus-Stiftung nach der jüngsten Entscheidung des Bundesverfassungsgerichts mit staatlicher Förderung rechnen kann.",AfD,2
"Der Bürgerentscheid resultiert aus einem Antrag aus SPD, AfD und Rechtsextremen.",SPD,2
"Der Bürgerentscheid resultiert aus einem Antrag aus SPD, AfD und Rechtsextremen.",AfD,2
Nach „langem Kampf gegen ihre schwere Krankheit“ ist die stellvertretende Fraktionsvorsitzende der AfD und ehemalige bayerische Landesvorsitzende Corinna Miazga gestorben.,AfD,2
Thüringens AfD-Vorsitzender spricht in Dresden auf einer Kundgebung von Pegida und seiner Partei.,AfD,2
"Viele frühe Mitglieder der „Werteunion“ waren in der CDU tief verwurzelt, Gespräche mit der AfD wären für sie ein Verrat gewesen.",CDU,1
"Viele frühe Mitglieder der „Werteunion“ waren in der CDU tief verwurzelt, Gespräche mit der AfD wären für sie ein Verrat gewesen.",AfD,1
Nun nimmt auch die AfD-Führung nicht teil.,AfD,2
Die Auseinandersetzung mit der AfD muss anders geführt werden.,AfD,2
Das Bundesverfassungsgericht sieht das Recht auf Chancengleichheit der AfD verletzt.,AfD,2
Bisher erhält die AfD-nahe Desiderius-Erasmus-Stiftung kein Geld aus öffentlichen Mitteln.,AfD,2
Die AfD benutzt das Geld offenbar oft anders.,AfD,2
Die AfD tut sich schwer mit ihrem Wahlergebnis in Berlin.,AfD,1
"Die Partei habe ihre Wählerschaft „konsolidiert“, sagt AfD-Chef Tino Chrupalla.",AfD,2
"Die Partei habe ihre Wählerschaft „konsolidiert“, sagt AfD-Chef Tino Chrupalla.",Tino Chrupalla,2
"Sachsens Ministerpräsident versucht, Boden gegen die AfD gutzumachen.",AfD,1
"Der Mechanismus ist immer derselbe, ob in der AfD oder unter Klimaschützern.",AfD,2
Die AfD hat im Bundestag einen Antrag für eine „Friedensinitiative“ im russischen Krieg gegen die Ukraine gestellt.,AfD,2
"Der Grünen-Politiker Trittin wirft ihr vor, die Kriegsschuldfrage komplett umzudrehen.",Grüne,1
Der AfD-Bundestagsabgeordnete Petr Bystron soll laut Medienberichten während einer Dienstreise nach Litauen unangemeldet auch Belarus besucht haben.,AfD,2
"Der AfD-Politiker erklärte, es habe sich um eine Fraktionsreise gehandelt.",AfD,2
Der AfD-Politiker ist der Körperverletzung und Beleidigung angeklagt.,AfD,1
"Die AfD feiert im Taunus ihr zehnjähriges Bestehen – und deutet ihre Geschichte um: Radikalisiert habe sich nicht die Partei, sondern die Welt um sie herum.",AfD,2
Damit hat die linke Regierungspartei eine ziemlich konservative Wahl getroffen.,Regierung,2
Aber bei der Wahl eines Nachfolgers für Regierungschefin Nicola Sturgeon haben sich die Parteimitglieder für eine „konservative“ Lösung im Sinne eines Weiter-so entschieden – verkörpert durch Gesundheitsminister Humza Yousaf.,Regierung,2
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Regierung,2
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Grüne,2
"Die Grünen, die die Regierung der SNP unterstützen, hatten sich zuvor sehr entschieden für den in ihren Augen einzig „progressiven“ Kandidaten ausgesprochen.",Die Grünen,2
Yousaf verfügt über umfangreiche Regierungserfahrung.,Regierung,2
"„Privileg meines Lebens“            : 							Sturgeon verabschiedet sich als Regierungschefin von Schottland			         Zuletzt war heftiger innerparteilicher Streit über ein Gesetz ausgebrochen, das es Menschen weitgehend freistellt, ihr Geschlecht selbst zu wählen.",Regierung,1
"Bild: dpa 			Rund 200.000 Menschen demonstrieren in Tel Aviv gegen Pläne der Regierung, die Befugnisse der Justiz einzuschränken.",Regierung,1
"Galant plädierte für eine Pause, bevor die Abgeordneten in der kommenden Woche über einen zentralen Punkt der Regierungspläne abstimmen sollen, der das Verfahren zur Auswahl der Richter zugunsten der Politik ändern würde.",Regierung,2
"Die Reformpläne der ultrarechten Regierungskoalition zielen insgesamt darauf ab, die Befugnisse der Justiz einzuschränken.",Regierung,2
"Die Reformpläne der ultrarechten Regierungskoalition zielen insgesamt darauf ab, die Befugnisse der Justiz einzuschränken.",Regierungskoalition,2
"Israels Verteidigungsminister plädiert für Pause bei Umsetzung der Justizreform Nach anhaltenden Protesten Israels Verteidigungsminister für Pause bei Umsetzung der Justizreform Rund 200.000 Menschen demonstrieren in Tel Aviv gegen Pläne der Regierung, die Befugnisse der Justiz einzuschränken.",Regierung,1
Die italienische Oppositionsführerin Elly Schlein fordert den Rücktritt des Innenministers.,Opposition,2
Jens Marco Scherf ist Landrat in Bayern und Mitglied der Grünen.,Grüne,2
"Da ist bei aller Polemik viel dran, wie etwa der Umgang mit Rechtsextremismus, der AfD oder den Corona-Protesten zeigt: Sie werden in der Öffentlichkeit fast ausschließlich im Osten verortet, oft mit dem Zusatz, dass es der Osten sei, der spalte.",AfD,2
Die Regierung in Moskau kritisiert die USA nach dem Drohnenabsturz.,Regierung,1
Permalink: https://www.faz.net/-gqc-b2fxy Weitere Themen                                   Justizreform                                : Chaos in Israel – und in Netanjahus Regierung                         Die umstrittene Justizreform spaltet nicht nur die israelische Gesellschaft.,Regierung,2
Bundeskanzler Scholz spricht im Bundestag über Europa und lobt die Erfolge der Ampel in der Krise.,Ampel,1
Oppositionsführer Merz hingegen macht ein Auseinanderfallen von Wort und Tat aus.,Opposition,1
"Der F.A.Z.-Newsletter Wie zur Sanierung der Bundeswehr will die SPD-Ko-Chefin einen Schuldenfonds einrichten, um Investitionen in Schulen zu finanzieren.",SPD,2
"Die Ampelkoalition verbreitet frohe Botschaften: Eine Lösung der Energiekrise durch Windkraft, mit einem Wirtschaftswunder inklusive.",Ampelkoalition,1
"Die Ampelkoalition verbreitet frohe Botschaften: Eine Lösung der Energiekrise durch Windkraft, mit einem Wirtschaftswunder inklusive.",Ampel,1
Die Regierung ringt um die Eckwerte für den Etat 2024. Das Geld ist knapp – obwohl die Einnahmen steigen und steigen.,Regierung,2
"Die Ampelkoalition streitet darüber, wie Deutschland schneller vorankommen kann.",Ampelkoalition,1
"Die Ampelkoalition streitet darüber, wie Deutschland schneller vorankommen kann.",Ampel,1
"Auf ihrer Klausur in Meseberg ringt die Bundesregierung um den Haushalt 2024. Vor allem FDP und Grüne finden, dass sie genügend Zugeständnisse gemacht haben.",Grüne,1
"Auf ihrer Klausur in Meseberg ringt die Bundesregierung um den Haushalt 2024. Vor allem FDP und Grüne finden, dass sie genügend Zugeständnisse gemacht haben.",FDP,1
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gpg-b604d Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Die Bundeskanzlerin und CDU-Vorsitzende Angela Merkel unterhält sich im Dezember 2005 mit dem baden-württembergischen Ministerpräsidenten Günther Oettinger.",CDU,2
"Der baden-württembergische CDU-Politiker stand am Sarg seines Vorgängers Hans Filbinger und hielt eine Rede, die ihn fast das Amt gekostet hätte.",CDU,2
Spaltung der Union: Instantpulver für die AfD Fanpost für Oettinger Instantpulver für die AfD Günther Oettinger verharmloste vor 15 Jahren die Nazivergangenheit seines Vorgängers.,AfD,1
Spaltung der Union: Instantpulver für die AfD Fanpost für Oettinger Instantpulver für die AfD Günther Oettinger verharmloste vor 15 Jahren die Nazivergangenheit seines Vorgängers.,Union,1
"Die Voraussetzungen zur Bewältigung dieser fast übermenschlichen Aufgabe sind denkbar ungünstig, die Führer der nationalistischen Bewegung, die den Stein ins Rollen gebracht hat, halten sich vom Runden Tisch fern, die englische Regierung scheint nicht in der Lage zu sein, ein festes Programm mitzubringen, und was an indischen Vertretern erschienen ist, kann sich wohl von Zeit zu Zeit taktisch zusammenfinden, aber niemals auf eine gemeinsame Idee einigen.",Regierung,2
Permalink: https://www.faz.net/-i18-a3pgb Weitere Themen                                   Diffamierung aller „Modis“                                : Indischer Oppositionsführer Gandhi zu zwei Jahren Haft verurteilt                         Rahul Gandhi soll Ministerpräsident Narendra Modi und andere Menschen mit dem Nachnamen Modi als „Diebe“ bezeichnet haben.,Opposition,1
Geklagt hatte ein Politiker der Regierungspartei – der selbst auch Modi heißt.,Regierung,1
Permalink: https://www.faz.net/-gpg-b3do4 Bundeskanzler Olaf Scholz hat an die historische Verantwortung Deutschlands für Ermordung von Millionen Jüdinnen und Juden in der Zeit des Nationalsozialismus erinnert. „,Olaf Scholz,1
"Unvergessen ist das Leid von sechs Millionen unschuldig ermordeten Jüdinnen und Juden – genauso wie das Leid der Überlebenden“, schrieb der SPD-Politiker am Freitag auf Twitter.",SPD,1
"Bundestagspräsidentin Bärbel Bas eröffnet die Sonderveranstaltung, an der auch Bundespräsident Frank-Walter Steinmeier teilnimmt.",Frank-Walter Steinmeier,2
"Bundestagspräsidentin Bärbel Bas eröffnet die Sonderveranstaltung, an der auch Bundespräsident Frank-Walter Steinmeier teilnimmt.",Bärbel Bas,2
Der Schlüssel dazu waren seine Netzwerke in Politik und Wirtschaft sowie der SPD-Mythos Entspannungspolitik.,SPD,2
Bei der Münchner Sicherheitskonferenz sitzen erstmals iranischen Oppositionelle statt Regierungsvertretern auf dem Podium.,Regierung,2
Bei der Münchner Sicherheitskonferenz sitzen erstmals iranischen Oppositionelle statt Regierungsvertretern auf dem Podium.,Opposition,2
"Hans Modrow verstarb in der Nacht zum Samstag, wie ein Sprecher der Linkspartei in Berlin bestätigte.",Linkspartei,2
Bild: picture alliance 			Die Regierung hält noch an Preisregulierungen fest.,Regierung,2
"Von dem gleichen Beweggrund ausgehend, hat die Regierung den von dem Zwanzigerausschuss festgesetzten Preis für das Umlagegetreide in Höhe von 600.000 Mark entgegen dem Vorschlag dieser Kommission nur für das fünfte Sechstel in Geltung gesetzt, während der Preis für das vierte Sechstel auf 500.000 Mark normiert wurde.",Regierung,2
Vorsichtige Preiserhöhungen in der Landwirtschaft – Frankfurter Zeitung von 1923 Frankfurter Zeitung 6.3.1923 Vorsichtige Preiserhöhungen in der Landwirtschaft Die Regierung hält noch an Preisregulierungen fest.,Regierung,2
"Die Regierung hat dann einen vorläufigen Entwurf eines Gesetzes gegen den Alkoholmissbrauch ausgearbeitet, der aber gerade dieses Gemeindebestimmungsrecht nicht enthielt.",Regierung,2
"Bild: Reuters 			Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung,2
"Wir verpflichten uns gegenüber diesem Ausschuss und allen unseren Nutzern, dass wir Tiktok frei von jeglicher Manipulation durch eine Regierung halten.“",Regierung,2
"Die Regierung Bidens favorisiert die Senatsinitiative, den „Restrict Act“.",Regierung,2
"Um ein Verbot zu rechtfertigen, müsste die Regierung nachweisen, dass Datenschutz- und Sicherheitsbedenken nicht auf weniger umfassende Weise gewahrt werden können“, sagt Jameel Jaffer, Chef des Knight First Amendment Institute der Columbia Universität, das sich dem Schutz der Meinungsfreiheit verschrieben hat. „",Regierung,1
"Die Regierung hat dies nicht nachgewiesen, und wir bezweifeln, dass sie es könnte.“",Regierung,2
"Ähnlich wie Trump vor einigen Jahren fordert die Regierung von US-Präsident Joe Biden einen Verkauf von Tiktok durch die chinesische Mutter ByteDance, um einen Bann abzuwenden.",Regierung,2
Sowohl Chew als auch die chinesische Regierung haben dies wiederholt abgelehnt.,Regierung,2
"Tiktok und China wehren sich gegen Spionagevorwurf Nach Anhörung im US-Kongress Tiktok und China wehren sich gegen Spionagevorwurf Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung,2
"Er beteuerte darin einmal mehr Tiktoks Unabhängigkeit von der chinesischen Regierung und sagte, ein Verbot würde der amerikanischen Wirtschaft und auch dem Wettbewerb schaden.",Regierung,1
"Per Gesetz wurde ein Verbot der App auf fast allen Geräten von Mitarbeitern der US-Regierung verhängt, auch in mehr als zwei Dutzend Bundesstaaten wurden Tiktok-Sperren beschlossen.",Regierung,1
"Der bislang größte Rückschlag für Tiktok kam in der vergangenen Woche, als bekannt wurde, dass die US-Regierung von den chinesischen Eigentümern einen Verkauf ihrer Anteile an der App gefordert und andernfalls mit einem Verbot gedroht hat.",Regierung,2
"Es gibt die Sorge, die chinesische Regierung könnte versuchen, über Tiktok an amerikanische Nutzerdaten heranzukommen.",Regierung,1
"Zudem soll es ein Aufsichtsgremium geben, über das die amerikanische Regierung mitentscheiden kann.",Regierung,2
"Nach Anhörung im US-Kongress                                : Tiktok und China wehren sich gegen Spionagevorwurf                         Die Regierung in Peking lege viel Wert auf Datenschutz, teilte das dortige Außenministerium mit.",Regierung,1
Damit erreicht er ein Millionenpublikum – auch den Bundesfinanzminister Christian Lindner.,Christian Lindner,2
"Bundeswirtschaftsminister Robert Habeck ist auf dem Weg nach Amerika, um genau diese Fragen zu klären.",Robert Habeck,2
Menschenrechtspolitiker von CDU und FDP kritisieren deutsche Firmen nun deutlich.,CDU,1
Menschenrechtspolitiker von CDU und FDP kritisieren deutsche Firmen nun deutlich.,FDP,1
Doch die immer schrilleren Warnungen der „Letzten Generation“ und von Teilen der Grünen bleiben ihnen fremd – gut so.,Grüne,1
"Doch die immer schrilleren Warnungen vor der „Klimakrise“ oder „Klimakatastrophe“, mit denen die „Letzte Generation“ und auch Teile der Grünen eine grundlegende Abkehr von unserem bisherigen Lebens- und Wirtschaftsmodell fordern, bleibt großen Teilen der Gesellschaft fremd.",Grüne,1
"Hoffentlich ist sich dessen auch der Koalitionsausschuss bewusst, wenn er sich an diesem Dienstag auf das weitere Vorgehen verständigt.",Koalition,2
"Permalink: https://www.faz.net/-iu4-b6ita Weitere Themen FAZ Plus Artikel:                                  Robert Habeck im Interview                                : „Über den Lebenszyklus einer Heizung ist eine Wärmepumpe günstiger“                         Der Wirtschaftsminister will, dass die Deutschen anders heizen.",Robert Habeck,2
Für Bundesbauministerin Klara Geywitz ist das Projekt beispielhaft.,Klara Geywitz,2
"Die Stadthalle ist „das bedeutendste Gebäud, das die Stadt Bad Vilbel seit Jahrzehnten errichtet hat, und sie wird es auch bleiben“, sagt Bürgermeister Sebastian Wysocki (CDU).",CDU,2
Aus Angst vor einer Immobilienblase will die österreichische Regierung Hypotheken an Privatleute erschweren.,Regierung,1
CDU-Minister Wolfgang Schäuble plant zusätzliche Eingriffsrechte zur Vermeidung möglicher Preisblasen.,CDU,1
Der Regierung bereitet das zunehmend Sorgen.,Regierung,1
"EU und Regierung erzielen einen Kompromiss in der Debatte um die Zulassung von Verbrenner nach 2035. Demnach sollen diese auch danach zugelassen werden, wenn sie ausschließlich CO₂-neutrale Kraftstoffe tanken.",Regierung,2
Das Verkehrsministerium verfehlt dramatisch die Klimaziele der Regierung.,Regierung,1
Mit einer echten Wende hat das Ressort von Volker Wissing offenbar nichts im Sinn.,Volker Wissing,1
"Bundesverkehrsminister Volker Wissing (FDP) hat sich optimistisch gezeigt, im Streit über ein geplantes EU-Aus für Autos mit Verbrennungsmotor eine Lösung zu finden.",FDP,2
"Bundesverkehrsminister Volker Wissing (FDP) hat sich optimistisch gezeigt, im Streit über ein geplantes EU-Aus für Autos mit Verbrennungsmotor eine Lösung zu finden.",Volker Wissing,2
Der deutsche FDP-Verkehrsminister kritisiert die von Brüssel geplante Verkehrswende.,FDP,1
Hessens Wirtschaftsminister Tarek Al-Wazir will für die Grünen die Staatskanzlei erobern.,Grüne,1
"Auf den Koalitionsstreit über das Verbrenner-Aus folgt der Streit darüber, wie der Kompromiss der EU-Umweltminister zur Zukunft des Verbrennungsmotors zu verstehen ist.",Koalition,1
"Im Wohnzimmer nebenan schaut sich gerade die nordrhein-westfälische Bauministerin Ina Scharrenbach (CDU) an, womit Kujawski künftig heizen soll: Das Gerät an der Wand sieht aus wie eine klassische Klimaanlage, ein paar Vertreter der Europa-Division des japanischen Konzerns Mitsubishi Electric erklären den Unterschied.",CDU,2
Doch die Ideen für die Fahrt ins Grüne sind vielfältig.,Grüne,2
Fahrt ins Grüne: Einen Königsweg für klimaneutrale Mobilität gibt es nicht Energieserie – Teil 6 Einen Königsweg für klimaneutrale Mobilität gibt es nicht Mobilität – vom Flugzeug bis zum Schiff – basiert derzeit fast ausschließlich auf fossilen Energieträgern.,Grüne,2
Nun erklärt der Chef der FDP Windräder zu „Freiheitsenergien“.,FDP,1
Der Ko-Chef der Grünen beauftragt LNG-Terminals.,Grüne,2
Die Europäische Union hat damit den Grundstein für eine systematische Be­arbeitung des Themas Rohstoffsicherheit gelegt.,Union,2
"Eine der vielen Streitigkeiten der Ampel dreht sich darum, ob die Straßen schneller ausgebaut werden sollen oder ob das im Widerspruch zur Energiewende und dem Klimaschutz steht.",Ampel,2
An einem zentralen Punkt allerdings berührt sich die von den Grünen gewünschte Ausweitung des Ökostroms mit der von der FDP propagierten Ertüchtigung der Straßen.,Grüne,2
An einem zentralen Punkt allerdings berührt sich die von den Grünen gewünschte Ausweitung des Ökostroms mit der von der FDP propagierten Ertüchtigung der Straßen.,FDP,2
"Man wolle die Bauteile zwar auch per Bahn und Schiff transportieren, sagte Verkehrsstaatssekretär Michael Theurer (FDP) der F.A.Z. „Aber gerade die Schwertransporte für Windräder, bei denen es häufig keine Alternative zu einer funktionierenden Straßeninfrastruktur gibt, zeigen, dass alle Verkehrsträger für eine klimaneutrale Zukunft nötig sind.“",FDP,2
Symbolfoto) 				Bild: Rosa Burczyk 			Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck,2
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",SPD,2
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Grüne,2
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Robert Habeck,2
"So sieht es zumindest ein heftig umstrittener Referentenentwurf für eine Novelle des Gebäudeenergiegesetzes vor, den Bundeswirtschaftsminister Robert Habeck von den Grünen und Bauministerin Klara Geywitz von der SPD vorgelegt haben.",Klara Geywitz,2
So teuer wird das Heizen für Mieter Geplantes Gesetz So teuer wird das klimaschonende Heizen für Mieter Bundeswirtschaftsminister Robert Habeck will den Einbau von Öl- und Gasheizungen verbieten.,Robert Habeck,2
Beide verweisen bei ihren getrennt verlaufenden Gesprächsrunden auf Fehler früherer Regierungen im Umgang mit russischen Energielieferungen.,Regierung,1
Die Linke kämpft sowohl in Hessen als auch auf der Bundesebene um ihre Existenz.,Die Linke,2
"Services: Services: Services: Services: Services: Services: Services: Permalink: https://www.faz.net/-gqe-b63lc Aktuelle Nachrichten aus Politik, Wirtschaft, Sport und Kultur Herausgegeben von Gerald Braunberger, Jürgen Kaube, Carsten Knop, Berthold Kohler                             Zeitung                                                    FAZ.NET                         					Politikerin unterwegs: Familienministerin Lisa Paus will bedürftige Familien mit der Kindergrundsicherung von 2025 an besser unterstützen.",Lisa Paus,2
Lisa Paus sieht das anders.,Lisa Paus,2
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Grüne,2
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,FDP,2
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Christian Lindner,2
Permalink: https://www.faz.net/-gqe-b63lc Im Finanzstreit über die Kindergrundsicherung kontert das Bundesfinanzministerium von Christian Lindner (FDP) die 12-Milliarden-Euro-Forderung von Bundesfamilienministerin Lisa Paus (Grüne) mit eigenen Berechnungen. „,Lisa Paus,2
"Den größten Teil der 12 Milliarden Euro, die Paus im Haushaltsstreit über die Kindergrundsicherung verlange, stelle die Ampelkoalition damit bereits zur Verfügung.",Ampelkoalition,1
"Den größten Teil der 12 Milliarden Euro, die Paus im Haushaltsstreit über die Kindergrundsicherung verlange, stelle die Ampelkoalition damit bereits zur Verfügung.",Ampel,1
"Wenn Familienministerin Paus behauptet, die weitere Arbeit an der Kindergrundsicherung sei durch fehlendes Geld blockiert, ist das offensichtlich falsch“, sagte der FDP-Familienpolitiker Martin Gassner-Herz der F.A.Z. Die Kindergrundsicherung ist eines der sozialpolitischen Kernvorhaben der Ampel.",FDP,1
"Wenn Familienministerin Paus behauptet, die weitere Arbeit an der Kindergrundsicherung sei durch fehlendes Geld blockiert, ist das offensichtlich falsch“, sagte der FDP-Familienpolitiker Martin Gassner-Herz der F.A.Z. Die Kindergrundsicherung ist eines der sozialpolitischen Kernvorhaben der Ampel.",Ampel,1
"Folgt man dem Finanzministerium, rechnet man also die 7 Milliarden Euro aufgestockter familienpolitischer Leistungen der Ampelkoalition auf die von Paus geforderten 12 Milliarden Euro an, bleibt eine Lücke von 5 Milliarden Euro.",Ampelkoalition,2
"Folgt man dem Finanzministerium, rechnet man also die 7 Milliarden Euro aufgestockter familienpolitischer Leistungen der Ampelkoalition auf die von Paus geforderten 12 Milliarden Euro an, bleibt eine Lücke von 5 Milliarden Euro.",Ampel,2
"Diese Kluft lasse sich durch Entbürokratisierung und Digitalisierung der familienpolitischen Leistungen schließen, heißt es in der FDP.",FDP,1
"Mehr zum Thema 1/ 												Kindergrundsicherung            : 							Paus beharrt auf Zwölf-Milliarden-Forderung			         												F.A.Z. exklusiv            : 							Finanzhilfen für Länder bringen Bund in Geldnot			         												Teure Ampel-Pläne            : 							Das sind die Konflikte im Haushaltsstreit			         Nach den Vorstellungen der Familienministerin soll ein Antrag reichen, damit die Leistungen der Kindergrundsicherung möglichst automatisiert ausgezahlt werden.",Ampel,2
Finanzministerium widerspricht Familienministerin bei Kindergrundsicherung Kindergrundsicherung Die FDP widerspricht der Familienministerin Familien erhalten schon zusätzliche Milliarden.,FDP,1
Dann nämlich kann die Regierung auslaufende Darlehen einfach durch neue ersetzen.,Regierung,2
"Der F.A.Z.-Newsletter Heute jährt sich die „Zeitenwende“-Rede von Olaf Scholz, Verdi setzt auf weitere Streiks, und von der Leyen reist überraschend nach London.",Olaf Scholz,2
Der Wiesbadener Sozialdezernent Christoph Manjura (SPD) ist in der AWO-Affäre angeklagt.,SPD,1
Zuvor hatte sich die FDP für einen ähnlichen Schritt ausgesprochen.,FDP,2
Permalink: https://www.faz.net/-gqq-b312v Gesundheitsminister Karl Lauterbach und die Ärzte in Deutschland liegen in etlichen Fragen über Kreuz.,Karl Lauterbach,2
SPD-Minister Lauterbach arbeitet schon an einem entsprechenden Gesetz.,SPD,2
Die Agenda 2010 war ein Reformpaket der rot-grünen Regierung unter Kanzler Gerhard Schröder (SPD) vor fast anderthalb Jahrzehnten.,SPD,2
Die Agenda 2010 war ein Reformpaket der rot-grünen Regierung unter Kanzler Gerhard Schröder (SPD) vor fast anderthalb Jahrzehnten.,Regierung,2
Der aktuelle SPD-Kanzlerkandidat Martin Schulz will diese Reformen in Teilen rückgängig machen.,SPD,2
Die arbeitsmarktpolitischen Versprechen des SPD-Kanzlerkandidaten werden abgelehnt.,SPD,1
In der Umfrage wurden die Vorschläge ohne Nennung des SPD-Kandidaten Schulz aufgeführt.,SPD,2
Mehr zum Thema 1/ 												Soziologie der Unzufriedenheit            : 							Rechte Leute von links			         												SPD-Parteitag            : 							Schröder soll’s richten			         												Sozialdemokraten in Europa            : 							Warum sind diese Männer cool?,SPD,2
Mehr zum Thema 1/ 												Soziologie der Unzufriedenheit            : 							Rechte Leute von links			         												SPD-Parteitag            : 							Schröder soll’s richten			         												Sozialdemokraten in Europa            : 							Warum sind diese Männer cool?,Sozialdemokraten,2
"Nach Ansicht des Ifo-Wissenschaftlers Niklas Potrafke, der das Ifo-Zentrum für öffentliche Finanzen leitet und das Ökonomenpanel betreut, sind die Ergebnisse der Umfrage eine Bestätigung dafür, dass die Wirtschaftswissenschaft die Liberalisierung des Arbeitsmarktes durch die Regierung Schröder wertschätze. „",Regierung,2
Permalink: https://www.faz.net/-gqg-8zmaf Weitere Themen FAZ Plus Artikel:                                  Russland und die SPD                                : Die Moskau-Connection                         Gerhard Schröder hat nach seiner Kanzlerschaft weiterhin die Russlandpolitik der Bundesrepublik mitbestimmt.,SPD,2
CDU Hessen                                : Ein Wahlkampf nach bayerischer Art                         Ein halbes Jahr vor der Landtagswahl will die CDU in Hessen nichts dem Zufall überlassen.,CDU,1
