Sentence,Entity,predicted_label
"Abiturprüfung in der Aula eines Gymnasiums Bettina Stark-Watzinger (FDP), Bundesministerin für Bildung und Forschung Christophe Gateau / dpa Melden Sie sich an und diskutieren Sie mit  Chinas Staats- und Parteichef Xi Jinping und Kremlchef Wladimir Putin Chinas Staats- und Parteichef Xi Jinping hat Russlands Präsidenten Wladimir Putin und dessen Ministerpräsidenten Michail Mischustin zum Gegenbesuch nach Peking eingeladen.",FDP,2
Im Februar hatte die Europäische Union die Einfuhr von russischem Diesel und anderen Ölprodukten auf dem Seeweg verboten.,Union,2
Fechterinnen und Fechter aus der Ukraine werden in der Olympia-Qualifikation nicht gegen Russen und Belarussen antreten Melden Sie sich an und diskutieren Sie mit  Diesel tanken in Großbritannien Der Streit um ein EU-weites Verbrennerverbot steht offenbar kurz vor einer Lösung: Damit rechnet jedenfalls Europa-Staatsministerin Anna Lührmann (Grüne).,Grüne,1
"Beim Trilog kommen die drei gesetzgebenden Institutionen der Europäischen Union zusammen: die Kommission, das Parlament und der Ministerrat.",Union,2
"Insbesondere die FDP drängt darauf, dass auch nach 2035 noch solche Neuwagen mit Verbrenner zugelassen werden dürfen, die klimaneutrale E-Fuels tanken.",FDP,2
"Mehr als 99 Prozent der gestellten Anträge konnten schon bearbeitet und beschieden werden«, hatte der Parlamentarische Staatssekretär im Bildungsministerium, Jens Brandenburg (FDP), am Montag erklärt. »",FDP,2
"Bildungsministerin Bettina Stark-Watzinger (FDP) war wegen der langen Zeit, die Studierende und Fachschüler bereits auf die Auszahlung des Geldes warten, heftig in die Kritik geraten.",Bettina Stark-Watzinger,1
"Bildungsministerin Bettina Stark-Watzinger (FDP) war wegen der langen Zeit, die Studierende und Fachschüler bereits auf die Auszahlung des Geldes warten, heftig in die Kritik geraten.",FDP,1
"Agrarminister Cem Özdemir sagte: »Der Wald ist ein Patient, der unsere Hilfe braucht.«",Cem Özdemir,2
"Das heißt: Mischwald statt Monokulturen«, sagt der Grünenpolitiker.",Grüne,2
Stau in Stuttgart: Autokäufer können auf Schadensersatz hoffen Melden Sie sich an und diskutieren Sie mit  Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Bei ihrem Besuch in Taipeh hat Bundesbildungsministerin Bettina Stark-Watzinger Taiwan als »Wertepartner« gepriesen.,Bettina Stark-Watzinger,1
"Die FDP-Politikerin sagte in Taipeh, sie fühle sich geehrt, den »geschätzten Partner« Taiwan zu besuchen.",FDP,2
"Es sei ihrem Ministerium und ihr selbst »sehr wichtig, die Zusammenarbeit mit gleichgesinnten Partnern zu fördern«, sagte die FDP-Politikerin. »",FDP,2
"Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Melden Sie sich an und diskutieren Sie mit  U-Bahnstation in Berlin: Wie gut lebt es sich in Deutschland, wenn man nicht hier geboren ist?",Bettina Stark-Watzinger,2
"Eine etwas größere Sympathie für einen König oder eine Königin äußern mit 15 Prozent tendenziell Befragte, die sich selbst im »rechten politischen Spektrum« verorten sowie mit 14 Prozent AfD-Anhänger.",AfD,2
Bei den Grünenwählern sind es mit drei Prozent die wenigsten.,Grüne,2
Moody’s-Zentrale in New York: »Negativ« nach »stabil« Melden Sie sich an und diskutieren Sie mit  Luisa Neubauer Die Klimaschutzaktivistin Luisa Neubauer von Fridays for Future bescheinigt Verkehrsminister Volker Wissing Versagen im Kampf gegen die Erderwärmung und fordert den Rücktritt des FDP-Politikers.,FDP,1
Moody’s-Zentrale in New York: »Negativ« nach »stabil« Melden Sie sich an und diskutieren Sie mit  Luisa Neubauer Die Klimaschutzaktivistin Luisa Neubauer von Fridays for Future bescheinigt Verkehrsminister Volker Wissing Versagen im Kampf gegen die Erderwärmung und fordert den Rücktritt des FDP-Politikers.,Volker Wissing,1
"Weiter kritisierte Neubauer, die Mitglied der Grünen ist, die Klimaziele im Verkehr seien radikal »unterwandert« worden.",Grüne,2
Wir erwarten ein Machtwort von Kanzler Olaf Scholz und fordern den Rücktritt von Volker Wissing.«,Olaf Scholz,2
Wir erwarten ein Machtwort von Kanzler Olaf Scholz und fordern den Rücktritt von Volker Wissing.«,Volker Wissing,2
Claudia und Wolfgang Porsche im August 2018 in Salzburg Melden Sie sich an und diskutieren Sie mit  Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Im Beisein von Bundesforschungsministerin Bettina Stark-Watzinger und des taiwanischen Wissenschaftsministers Wu Tsung-tsong ist am Dienstag in Taipeh eine Vereinbarung für verstärkte deutsch-taiwanische Forschungszusammenarbeit unterzeichnet worden.,Bettina Stark-Watzinger,2
"Die FDP-Politikerin nannte Taiwan einen »Wertepartner«, auch mit Blick auf die Forschung.",FDP,2
"Die FDP-Politikerin trifft auf ihrer zweitägigen Reise Vertreter aus Wissenschaft, Forschung, Bildung und auch Regierungsvertreter aus diesem Bereich.",FDP,2
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Grüne,1
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Bettina Stark-Watzinger,1
Bettina Stark-Watzinger und Taiwans Wissenschaftsminister Wu Tsung-tsong Daniel Ceng Shou-Yi / ZUMA Wire / IMAGO Melden Sie sich an und diskutieren Sie mit   Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Greenpeace hat die Haltung von Bundesagrarminister Cem Özdemir (Grüne) zum geplanten EU-Mercosur-Freihandelsabkommen vehement kritisiert. »,Cem Özdemir,1
Auch Bundeswirtschaftsminister Robert Habeck (Grüne) will lediglich Teile des Abkommens neu verhandeln – auch weil er andernfalls eine Kooperation Brasiliens mit China fürchtet.,Grüne,2
Auch Bundeswirtschaftsminister Robert Habeck (Grüne) will lediglich Teile des Abkommens neu verhandeln – auch weil er andernfalls eine Kooperation Brasiliens mit China fürchtet.,Robert Habeck,2
"Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Melden Sie sich an und diskutieren Sie mit  Leben auf dem Land: Bessere Anbindung würde helfen Der Städte- und Gemeindebund hat angesichts der Wohnungsnot in den Metropolen dazu aufgerufen, Wohnungen auf dem Land zu nutzen.",Grüne,1
"Cem Özdemir (Grüne): Scharfer Angriff von Greenpeace Melden Sie sich an und diskutieren Sie mit  Leben auf dem Land: Bessere Anbindung würde helfen Der Städte- und Gemeindebund hat angesichts der Wohnungsnot in den Metropolen dazu aufgerufen, Wohnungen auf dem Land zu nutzen.",Cem Özdemir,1
"Die »Gorch Fock« und der Niedergang der Bundeswehr: Deutschland, abgewrackt  In Weimar beginnt heute die Klausur der Grünen-Bundestagsfraktion, und beinah wäre es dort zu einer wichtigen Begegnung gekommen.",Grüne,2
"Nach Weimar eingeladen war auch der Betriebsrat des Energiekonzerns Leag, der unter anderem Braunkohle abbaut und damit so etwas wie der natürliche Gegner der Grünen ist.",Grüne,2
"Am Wochenende war bekannt geworden, dass die Grünen den Kohleausstieg auch im Osten vorziehen wollen, um acht Jahre, auf 2030. Das sei ein »notwendiger Schritt, um die Klimaziele zu erreichen«, heißt es in einer Beschlussvorlage für die Fraktionsklausur.",Grüne,2
"Blick über den Tagebau Nochten auf das Kohlekraftwerk Boxberg: 2030 wollen die Grünen Schluss machen Natürlich wäre das sinnvoll, daran habe ich keinen Zweifel.",Grüne,1
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Grüne,1
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Olaf Scholz,1
"Über Olaf Scholz und seinen Kommunikationsstil ist im ersten Jahr der Regierung viel geschimpft und gelästert worden: zu verschlossen, erklärt zu wenig, hieß es – wohingegen die Grünen, allen voran Annalena Baerbock und Robert Habeck, viel Lob für ihre Mitteilsamkeit bekamen, ihre Auftritte in sozialen und sonstigen Medien.",Robert Habeck,1
Streit über Kohleausstieg: Leag-Betriebsrat sagt Grünenklausur ab Die jüngsten Entwicklungen: In der Nacht gab es ukrainische Angriffe auf der Krim – mit sehr unterschiedlichen Angaben zu den Zielen.,Grüne,1
Christian Lindner verwirft ursprüngliche Neubaupläne für Finanzministerium: Nach seiner Kritik am Kanzleramt stellt der Finanzminister nun den geplanten Neubau seines eigenen Ministeriums infrage.,Christian Lindner,2
Blick über den Tagebau Nochten auf das Kohlekraftwerk Boxberg: 2030 wollen die Grünen Schluss machen Ackermann bittet zum Tanz Es ist ein Fehler aufgetreten.,Grüne,1
"Wir bündeln damit Europas Marktmacht«, sagte der SPD-Politiker. »",SPD,2
Bundeskanzler Olaf Scholz hat Einblicke in seine Telefonate mit dem russischen Präsidenten Wladimir Putin gegeben.,Olaf Scholz,2
"Diese Gespräche seien bis zu eineinhalb Stunden lang, berichtete der SPD-Politiker am Montagabend beim Ständehaus-Treff der »Rheinischen Post« in Düsseldorf.",SPD,2
"Wladimir Putin und Olaf Scholz (am 15. Februar 2022) Seine Gespräche mit Putin seien stets eingebettet in Gespräche mit Deutschlands Verbündeten, und dabei kristallisiere sich heraus, wann ein Austausch anstehe. »",Olaf Scholz,2
Satellitenaufnahme von russischem Militärgerät in Dschankoj auf der Krim-Halbinsel (2022) Sowjetische Flagge vor Brücke auf der Krim Wolodymyr Selenskyj Wladimir Putin und Olaf Scholz (am 15. Februar 2022)  Martina Navratilova im Juli 2022 in Wimbledon HANNAH MCKAY / REUTERS Der frühere Tennisstar Martina Navratilova ist eigenen Angaben zufolge wieder krebsfrei.,Olaf Scholz,1
Die Bürgerrechtsorganisation American Civil Liberties Union (ACLU) nannte das Gesetz »entsetzlich« . »,Union,2
Finanzminister Lindner Mitte März in Brüssel YVES HERMAN / REUTERS Bundesfinanzminister Christian Lindner will nicht an den bisherigen Plänen für einen Erweiterungsbau seines Ministeriums festhalten. »,Christian Lindner,2
"Es macht daher wenig Sinn, die knappen Flächen für neue Ministerien zu nutzen«, sagte der FDP-Chef der »Bild«-Zeitung. »",FDP,2
Die Planung wurde 2019 noch vom damaligen Finanzminister und heutigen Bundeskanzler Olaf Scholz in Auftrag gegeben.,Olaf Scholz,2
Selbstbewusst hatte Polens Regierung den Vortrag Morawieckis in der Aula der Ruprecht-Karls-Universität Heidelberg in die Tradition bedeutender Reden zur Zukunft Europas gestellt – etwa die Europa-Rede des französischen Präsidenten Emmanuel Macron im September 2017 an der Pariser Sorbonne-Universität und jene von Bundeskanzler Olaf Scholz (SPD) im August 2022 an der Karls-Universität in Prag. »,SPD,2
Selbstbewusst hatte Polens Regierung den Vortrag Morawieckis in der Aula der Ruprecht-Karls-Universität Heidelberg in die Tradition bedeutender Reden zur Zukunft Europas gestellt – etwa die Europa-Rede des französischen Präsidenten Emmanuel Macron im September 2017 an der Pariser Sorbonne-Universität und jene von Bundeskanzler Olaf Scholz (SPD) im August 2022 an der Karls-Universität in Prag. »,Olaf Scholz,2
Die Europäische Union hat ihre Sanktionen gegen Iran vor diesem Hintergrund bereits zum dritten Mal seit Jahresbeginn verschärft.,Union,1
Bundesaußenministerin Annalena Baerbock (Grüne) begrüßte das sechste Sanktionspaket.,Grüne,2
"Grünes Licht aus der Nationalversammlung, in der die Regierung keine absolute Mehrheit hat, schien jedoch unsicher.",Grüne,1
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Grüne,2
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Ampel,2
"Rupert Murdoch (2019): »Ich fürchtete mich davor, mich zu verlieben« Murdoch mit Ex-Partnerin Jerry Hall Melden Sie sich an und diskutieren Sie mit  Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Die Kindergrundsicherung ist ein zentrales sozialpolitisches Projekt der Ampel – Familienministerin Lisa Paus (Grüne) hat dafür einen Zusatzbedarf von zwölf Milliarden Euro angemeldet.",Lisa Paus,2
"FDP-Finanzminister Christian Lindner (FDP) hält das Projekt in diesem Umfang für zu teuer, auch deshalb stocken die Etatverhandlungen .",FDP,2
"FDP-Finanzminister Christian Lindner (FDP) hält das Projekt in diesem Umfang für zu teuer, auch deshalb stocken die Etatverhandlungen .",Christian Lindner,2
Nun stellen sich mehrere SPD-Abgeordnete an Paus’ Seite. »,SPD,2
"Das ist mehr als eine bloße Verwaltungsreform und wird natürlich zusätzliches Geld kosten«, sagte der SPD-Bundestagsabgeordnete Erik von Malottki dem SPIEGEL. »",SPD,2
"Jessica Rosenthal, Juso-Vorsitzende und Bundestagsabgeordnete Ähnlich sieht es der SPD-Bundestagsabgeordnete Sebastian Roloff. »",SPD,2
"Auch Leni Breymaier, familienpolitische Sprecherin der SPD-Fraktion, sieht größeren Änderungsbedarf im aktuellen System. »",SPD,2
"Auch Leni Breymaier, familienpolitische Sprecherin der SPD-Fraktion, sieht größeren Änderungsbedarf im aktuellen System. »",SPD-Fraktion,2
Die FDP versucht wichtige Teile der Reform hinten runterfallen zu lassen.,FDP,1
Die Einführung der neuen Kindergrundsicherung muss Priorität für die Ampel haben.«,Ampel,2
Es ist eine rote Linie für mich und für viele in der SPD.«,SPD,0
Will zwölf Milliarden für die Kindergrundsicherung: Familienministerin Lisa Paus Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Sie können den Artikel leider nicht mehr aufrufen.,Lisa Paus,1
Grüne fordern EM-Ausschluss für Belarus: Belarus soll wie Russland weder an den Qualifikationsspielen noch an der EM-Endrunde 2024 teilnehmen dürfen: Das fordern Grünenabgeordnete nach SPIEGEL-Informationen in einem Brief an die Uefa .,Grüne,2
"Wie hell die französischen Städte Toulouse und Tarbes strahlen, zeigt eine Aufnahme des Observatoriums auf dem Pic du Midi de Bigorre Visualisierung von Weltraumschrott im Erdorbit Melden Sie sich an und diskutieren Sie mit  Kohlekraftwerk Lippendorf der Leag in Sachsen Führer als geplant möchte die Grünen-Bundestagsfraktion den Kohleausstieg im Osten erreichen.",Grüne,2
Im Streit um einen vorgezogenen Kohleausstieg hat der Konzernbetriebsrat des Energiekonzerns Leag nun seine Teilnahme an der Klausurtagung der Grünen-Bundestagsfraktion abgesagt.,Grüne,2
"Grund ist, dass die Grünen den Kohleausstieg auch im Osten um acht Jahre auf 2030 vorziehen wollen.",Grüne,2
"Im Brief des Betriebsratsvorsitzenden Uwe Teubner und seines Stellvertreters Toralf Smith heißt es, die Grünen hätten den Konzernbetriebsrat zum Punkt »Strukturwandel« eingeladen, unter dem dieser berichten sollte, wie er gelingen könnte. »",Grüne,2
Die Fraktionsvorsitzende Katharina Dröge reagierte mit Bedauern. »,Katharina Dröge,2
"In einer Beschlussvorlage für die Klausurtagung der Grünenfraktion heißt es, ein Kohleausstieg auch im Osten im Jahr 2030 wäre ein »notwendiger Schritt, um die Klimaziele zu erreichen«.",Grüne,2
"In einer Beschlussvorlage für die Klausurtagung der Grünenfraktion heißt es, ein Kohleausstieg auch im Osten im Jahr 2030 wäre ein »notwendiger Schritt, um die Klimaziele zu erreichen«.",Grünenfraktion,2
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",SPD,2
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",Grüne,2
"Im Koalitionsvertrag hatten SPD, Grüne und FDP vereinbart, den Kohleausstieg »idealerweise« um acht Jahre auf 2030 vorzuziehen.",FDP,2
"Bundeswirtschaftsminister Robert Habeck (Grüne) hatte sich bereits für einen vorgezogenen Kohleausstieg im Osten ausgesprochen, aber versichert, dass dies im Konsens vereinbart werden müsse.",Grüne,2
"Bundeswirtschaftsminister Robert Habeck (Grüne) hatte sich bereits für einen vorgezogenen Kohleausstieg im Osten ausgesprochen, aber versichert, dass dies im Konsens vereinbart werden müsse.",Robert Habeck,2
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",SPD,2
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",FDP,2
"Ob die Ampelpartner SPD und FDP mitspielen, ist offen.",Ampel,2
"Der neue Supermarkt am Rande Nairobis ist ein Politikum, viele Kenianerinnen und Kenianer sehen ihn als düsteres Zeichen einer schleichenden chinesischen Kolonialisierung, andere freuen sich einfach über günstige Wischmopps, BHs und eben Teppiche.",Kenia,0
Oder: »Wir müssen die neue Kolonialisierung Kenias verhindern!«,Kenia,2
"Doch auch die Händlerinnen und Händler in der Innenstadt gelten als politische Macht, sie gehören mehrheitlich der ethnischen Gruppe der Kikuyu an, die in Kenia Wahlen entscheidet.",Kenia,2
"David Njoroge wehrt sich gegen die neue Konkurrenz aus China Zunächst mit Erfolg: Der Handels- und Industrieminister sah sich unter Druck, twitterte: »Chinesische Investoren sind in Kenia willkommen, aber als Hersteller, nicht als Händler.«",Kenia,1
"German Finance Minister Christian Lindner is unhappy with the European Commission’s plan to already apply new rules in 2024, even though they haven’t even been agreed on yet.",Christian Lindner,1
"Die neue UBS ist ein weiteres massives Risiko«, sagte Roger Nordmann, Fraktionsführer der Sozialdemokraten (SP) im Parlament.",Sozialdemokraten,1
"Die liberale FDP begrüßte angesichts der dramatischen Entwicklung und der möglichen unabsehbaren Folgen zwar die Übernahme der Credit Suisse, sprach aber von einem schwarzen Tag für das Land. »",FDP,1
"Bundeskanzler Olaf Scholz (SPD) hatte vergangene Woche bei seiner Regierungserklärung im Bundestag anklingen lassen, dass er ein nationales Vorgehen bevorzugt.",SPD,2
"Bundeskanzler Olaf Scholz (SPD) hatte vergangene Woche bei seiner Regierungserklärung im Bundestag anklingen lassen, dass er ein nationales Vorgehen bevorzugt.",Olaf Scholz,2
"Bundesaußenministerin Annalena Baerbock (Grüne) sagte, Deutschland gehe mit der Lieferung von Munition für den Flugabwehrpanzer Gepard voran.",Grüne,2
Oststeinbek: Gesprengter Geldautomat  Krabbenkutter in der Nordsee (Archivbild): Ökologische Schäden durch Grundschleppnetze Bundeslandwirtschaftsminister Cem Özdemir (Grüne) hat einen Aktionsplan der EU-Kommission zur Einschränkung der Fischerei mit Grundschleppnetzen zurückgewiesen.,Grüne,1
Oststeinbek: Gesprengter Geldautomat  Krabbenkutter in der Nordsee (Archivbild): Ökologische Schäden durch Grundschleppnetze Bundeslandwirtschaftsminister Cem Özdemir (Grüne) hat einen Aktionsplan der EU-Kommission zur Einschränkung der Fischerei mit Grundschleppnetzen zurückgewiesen.,Cem Özdemir,1
Und der Chef der Grünen Jugend Timon Dzienus klagte: »Klimabilanz 2022: Grund zur Sorge!,Grüne,2
"Oder ist CO₂ immer dann schlimmer, wenn und weil es aus dem Verantwortungsbereich eines FDP-Ministers stammt?",FDP,1
"Diese Erhöhungen sind möglich, weil der Arbeitsmarkt in guter Verfassung ist und die Löhne steigen«, sagte Arbeitsminister Hubertus Heil.",Hubertus Heil,2
"Insgesamt sollen 240 Millionen Euro mobilisiert werden, wie Außenministerin Annalena Baerbock (Grüne) vor einer internationalen Geberkonferenz in Brüssel ankündigte.",Grüne,2
Konkret will Ressortchefin Lisa Paus unter anderem in eine verlässliche und gute Kinderbetreuungsinfrastruktur investieren und die Kindergrundsicherung weiterverfolgen. »,Lisa Paus,0
"Das sind die Punkte, wo der Schuh für die Familien am meisten drückt«, sagte die Grünenpolitikerin.",Grüne,2
Mit der Kindergrundsicherung will die Ampelkoalition Leistungen vom Kindergeld über den Kinderzuschlag bis hin zur finanziellen Unterstützung für Klassenfahrten in einer Kindergrundsicherung bündeln und künftig mehr Berechtigte mit den Leistungen erreichen.,Ampelkoalition,2
Mit der Kindergrundsicherung will die Ampelkoalition Leistungen vom Kindergeld über den Kinderzuschlag bis hin zur finanziellen Unterstützung für Klassenfahrten in einer Kindergrundsicherung bündeln und künftig mehr Berechtigte mit den Leistungen erreichen.,Ampel,2
Die von Paus geplante Kindergrundsicherung ist allerdings wegen ihrer Kosten in der Ampelkoalition umstritten.,Ampelkoalition,1
Die von Paus geplante Kindergrundsicherung ist allerdings wegen ihrer Kosten in der Ampelkoalition umstritten.,Ampel,1
"Ziel der bereits im Koalitionsvertrag der Ampel angekündigten Novelle ist es, die Arbeitsbedingungen in der Wissenschaft zu verbessern.",Ampel,2
Aus Sicht der Professorinnen und Professoren führe der Vorschlag aus dem Haus von Forschungsministerin Bettina Stark-Watzinger zu einer »Verschlimmbesserung«.,Bettina Stark-Watzinger,1
"Barack Obama bei einer Wahlkampfveranstaltung am 2. November 2022 Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock (Grüne): »Wichtig, dass es eine europäische Seenotrettung gibt« Seit dem Ende der EU-Seenotrettungsmission Sophia im Jahr 2019 ist die Suche und Bergung von havarierten Flüchtlingsbooten im Mittelmeer vor allem Sache von Hilfsorganisationen.",Grüne,2
Bundesaußenministerin Annalena Baerbock (Grüne) unternimmt nun einen neuen Vorstoß für eine europäische Rettungsmission. »,Grüne,2
"Außenministerin Baerbock (Grüne): »Wichtig, dass es eine europäische Seenotrettung gibt« Melden Sie sich an und diskutieren Sie mit  Carlos Alcaraz ist derzeit voller Selbstvertrauen Carlos Alcaraz hat zum ersten Mal in seiner Karriere das Masters in Indian Wells gewonnen und wird wieder die Nummer eins der Tennis-Weltrangliste der Männer.",Grüne,0
Kackhaufen-Emoji: Offenbar genau der Humor eines Multimilliardärs Melden Sie sich an und diskutieren Sie mit  Hattenhofen im Landkreis Göppingen In Hattenhofen in Baden-Württemberg ist nach Angaben des Landrats ein FDP-Kommunalpolitiker durch mehrere Schüsse verletzt worden.,FDP,1
Laut SWR  und »Südwest Presse«  handelt es sich bei dem angeschossenen FDP-Kreispolitiker um Georg Gallus junior.,FDP,2
"Zuletzt hatte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) angekündigt, am heutigen Montag nach Taiwan zu reisen.",Bettina Stark-Watzinger,2
"Zuletzt hatte Bundesbildungsministerin Bettina Stark-Watzinger (FDP) angekündigt, am heutigen Montag nach Taiwan zu reisen.",FDP,2
Nach zahlreichen Genossinnen und Genossen Wagenknechts hat sich nun auch der ehemalige Parteichef Bernd Riexinger klar positioniert. »,Genossen,2
Nach zahlreichen Genossinnen und Genossen Wagenknechts hat sich nun auch der ehemalige Parteichef Bernd Riexinger klar positioniert. »,Genossinnen,2
"Die Linken-Bundestagsabgeordnete hatte dem ZDF in einem Interview gesagt, dass sie über die Gründung einer eigenen Partei nachdenke und bis Jahresende darüber entscheiden wolle. »",Die Linke,2
"Die Linken-Bundestagsabgeordnete hatte dem ZDF in einem Interview gesagt, dass sie über die Gründung einer eigenen Partei nachdenke und bis Jahresende darüber entscheiden wolle. »",Die Linken,2
"Anzukündigen, dass man im Verlauf der nächsten Monate über die Bildung einer konkurrierenden Partei entscheiden will, ist verantwortungslos«, hatten die Parteivorsitzenden Janine Wissler und Martin Schirdewan etwa am Samstag erklärt.",Janine Wissler,1
"Anzukündigen, dass man im Verlauf der nächsten Monate über die Bildung einer konkurrierenden Partei entscheiden will, ist verantwortungslos«, hatten die Parteivorsitzenden Janine Wissler und Martin Schirdewan etwa am Samstag erklärt.",Martin Schirdewan,1
"Bereits am vergangenen Donnerstag hatte Bundeskanzler Olaf Scholz (SPD) bei einem Besuch Netanyahus in Berlin gesagt, er sehe die Justizreform in Israel mit »großer Sorge«.",SPD,1
"Bereits am vergangenen Donnerstag hatte Bundeskanzler Olaf Scholz (SPD) bei einem Besuch Netanyahus in Berlin gesagt, er sehe die Justizreform in Israel mit »großer Sorge«.",Olaf Scholz,1
"Und ob die Bundesregierung, ob vor allem Olaf Scholz die nötige Entschlossenheit an den Tag legt.",Olaf Scholz,2
Allerdings gibt es sogar aus der oppositionellen Liberalen Partei Signale für Unterstützung eines Verbots.,Liberale,1
Für die Liberalen haben die Vorfälle des Wochenendes ohnehin ein parteiinternes Nachspiel.,Liberale,2
Genützt hat ihr das wenig: Die Liberalen haben ein Parteiausschlussverfahren gegen Deeming angestoßen. »,Liberale,1
Genützt hat ihr das wenig: Die Liberalen haben ein Parteiausschlussverfahren gegen Deeming angestoßen. »,Die Liberalen,1
"Exequiel Palacios war zweimal per Strafstoß erfolgreich Amine Adli im Zwiegespräch mit Tobias Stieler Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",SPD,1
"Exequiel Palacios war zweimal per Strafstoß erfolgreich Amine Adli im Zwiegespräch mit Tobias Stieler Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Grüne,1
"Exequiel Palacios war zweimal per Strafstoß erfolgreich Amine Adli im Zwiegespräch mit Tobias Stieler Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Robert Habeck,1
"Exequiel Palacios war zweimal per Strafstoß erfolgreich Amine Adli im Zwiegespräch mit Tobias Stieler Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Manuela Schwesig,1
Auch Niedersachsens Ministerpräsident Stephan Weil (SPD) kritisierte Habecks Pläne.,SPD,1
